Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Identification,Other Identifications,Name Hierarchy,Type Status,Type Citations,Order,Family,Subfamily,Date Collected,Ocean,Sea/Gulf,Archipelago,Island Grouping,Island Name,Continent,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Collector(s),Field Number(s),Other Numbers (Type : Value),Vessel,Cruise,Station,Expedition,Collection Method,Depth (m),Source of Sample,Preparation Details (Preparation:Location:Count),Measurements,Notes,Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
241890,Specimen/Lot,,6,Butis butis,,Butis butis : Eleotridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Eleotridae,Butinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/3f872fd37-f16c-4199-afbc-a934bca45167
241873,Specimen/Lot,,1,Callogobius producta,Callogobius,Callogobius producta : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 18:00,http://n2t.net/ark:/65665/3984aeb69-0f85-4ed8-a002-e8f11030e12e
241877,Specimen/Lot,,2,Callogobius producta,Callogobius,Callogobius producta : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 18:00,http://n2t.net/ark:/65665/3e1cfe28b-de33-4604-9480-4ec0a496a6fd
243403,Specimen/Lot,,41,Caragobius urolepis,Brachyamblyopus,Caragobius urolepis : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Amblyopinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,Glycerin with Cartilage Stain::3,,"4 of 45 specimens cleared and stained and recataloged as USNM 441671. 3 cleared and stained specimens, still under the catalog number USNM 243403 presumed to still be in collection but not present as of March/2017. 38 ETOH specimens.",346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/3fb84e5ff-a6c8-4eb2-be44-69d038221b24
441671,Specimen/Lot,,4,Caragobius urolepis,,Caragobius urolepis : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Amblyopinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,Glycerin with Bone and Cartilage Stain::4,,Out of USNM 243403.,346491,,,,,,,,,12/1/2017 18:00,http://n2t.net/ark:/65665/3417060b3-c593-45ed-8630-d8ea0b3c8d56
243299,Specimen/Lot,,1,Corythoichthys haematopterus,,Corythoichthys haematopterus : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata,,,Syngnathiformes,Syngnathidae,Syngnathinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 18:00,http://n2t.net/ark:/65665/3a7629be4-172e-404c-be24-d7052842fa63
273844,Specimen/Lot,,1,Diplogrammus xenicus,,Diplogrammus xenicus : Callionymidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Callionymidae,,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 18:00,http://n2t.net/ark:/65665/3d2f529ae-b25d-4daa-bbe0-5c82dc1f7c92
388209,Specimen/Lot,,1,Eleotris,,Eleotris : Eleotridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Eleotridae,Eleotrinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,Out of USNM 243160.,346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/321c507a3-1696-4103-a914-054babd7381f
241899,Specimen/Lot,,999,Eleotris melanosoma,,Eleotris melanosoma : Eleotridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Eleotridae,Eleotrinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/303856f4d-72ec-457e-8080-9632d8872718
243146,Specimen/Lot,,50,Exyrias puntang,,Exyrias puntang : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/30270c6c8-4f88-4c60-925f-25e1035712b3
241860,Specimen/Lot,,2,Favonigobius reichei,,Favonigobius reichei : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/3c58ad10f-6bf9-4e81-850d-67c299a855e9
241861,Specimen/Lot,,9,Favonigobius reichei,,Favonigobius reichei : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/32c7ea18e-597c-497b-a099-65be74c39923
268067,Specimen/Lot,,46,Fibramia lateralis,Apogon lateralis,Fibramia lateralis : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/3b6398c2b-d133-474f-9d4a-28090f50eadc
273825,Specimen/Lot,,2,Gerres filamentosus,,Gerres filamentosus : Gerreidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gerreidae,,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 18:00,http://n2t.net/ark:/65665/334c9645c-1187-42dd-8cbd-3314a76d9f86
241834,Specimen/Lot,,2,Glossogobius,,Glossogobius : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/326d5c662-97f3-4c3b-a6f6-5cbfb38a5a8d
241820,Specimen/Lot,,15,Glossogobius biocellatus,,Glossogobius biocellatus : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/3f3346777-7a09-46af-b873-79b65573e74a
243306,Specimen/Lot,,2,Hippichthys spicifer,,Hippichthys spicifer : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata,,,Syngnathiformes,Syngnathidae,Syngnathinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 18:00,http://n2t.net/ark:/65665/3d3dcfb7c-0be4-477b-a904-54973768b60a
273816,Specimen/Lot,,1,Lutjanus fulvus,,Lutjanus fulvus : Lutjanidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Lutjanidae,Lutjaninae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/37ef4315a-4f05-49b0-8ae9-d115baa7a223
273815,Specimen/Lot,,1,Lutjanus lemniscatus,,Lutjanus lemniscatus : Lutjanidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Lutjanidae,Lutjaninae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/31a47721f-a279-4afc-aa09-2a147412aa6c
225117,Specimen/Lot,,50,Meiacanthus anema,,Meiacanthus anema : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Blenniinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,"2 of 50+ specs. exch. to msnto, sept. 1992.",341645,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/3893d2a0f-a90c-4e3d-b423-d030627406e6
273854,Specimen/Lot,,2,Monodactylus argenteus,,Monodactylus argenteus : Monodactylidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Monodactylidae,,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 18:00,http://n2t.net/ark:/65665/3756a8bb0-b890-48b6-b1d6-b44acf441b58
273807,Specimen/Lot,,49,Neostethus villadolidi,,Neostethus villadolidi : Phallostethidae : Atheriniformes : Actinopterygii : Chordata,,,Atheriniformes,Phallostethidae,Phallostethinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 18:00,http://n2t.net/ark:/65665/3361d15a9-bcc8-4da2-8bf8-ef5936f9a65d
241800,Specimen/Lot,,21,Oligolepis acutipennis,Oligolepis,Oligolepis acutipennis : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobionellinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 18:00,http://n2t.net/ark:/65665/3544ef0f5-77b0-4bae-b197-c641820b6f56
241896,Specimen/Lot,,6,Ophicara porocephala,,Ophicara porocephala : Eleotridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Eleotridae,Butinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/3125965f1-5fca-49db-8ae9-9e5bbead890f
241804,Specimen/Lot,,1,Oxyurichthys,,Oxyurichthys : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobionellinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 18:00,http://n2t.net/ark:/65665/362d9578c-2677-4eae-9205-a32584b92f1d
372810,Specimen/Lot,,359,Oxyurichthys cornutus,,Oxyurichthys cornutus : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobionellinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,"Out of USNM 243160. 6 of 370 + specimens cleared and stained and recataloged as USNM 441684. 5 out of 364 specimens donated to Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP), Universidade de São Paulo (USP), Brasil June/2019.",346491,,,,,,,,,6/6/2019 15:36,http://n2t.net/ark:/65665/31083fe1c-e961-48fe-9c94-cfb7dc22b4ec
441684,Specimen/Lot,,6,Oxyurichthys cornutus,,Oxyurichthys cornutus : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobionellinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,Glycerin with Bone and Cartilage Stain::6,,"Female: 51.4 and 5 Males: 42.2, 42.7, 45.8, 47.2, and 55.4 mm. Out of USNM 372810.",346491,,,,,,,,,12/1/2017 18:00,http://n2t.net/ark:/65665/3c0c84262-04ff-442e-a9ec-7b187a68be3f
243160,Specimen/Lot,,1,Oxyurichthys ophthalmonema,,Oxyurichthys ophthalmonema : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobionellinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,"originally 371 specimens, 370 O. cornutus removed to USNM 372810",346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/33314daa2-3947-4cdc-b129-cc87d774d50d
388208,Specimen/Lot,,1,Oxyurichthys papuensis,,Oxyurichthys papuensis : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobionellinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,Out of USNM 243160.,346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/3e9f5bdea-fbd7-4922-9449-d74025ed1378
273828,Specimen/Lot,,17,Pardachirus poropterus,,Pardachirus poropterus : Soleidae : Pleuronectiformes : Actinopterygii : Chordata,,,Pleuronectiformes,Soleidae,,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 18:00,http://n2t.net/ark:/65665/35702a061-edec-44a3-8272-129032443d89
279329,Specimen/Lot,,25,Periophthalmus kalolo,,Periophthalmus kalolo : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Oxudercinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,Out of 243151.,346491,,,,,,,,,10/4/2019 13:39,http://n2t.net/ark:/65665/3031bcb94-7432-4712-bad2-a2bd1cb46230
243151,Specimen/Lot,,146,Periophthalmus regius,Periophthalmus; Periophthalmus argentilineatus,Periophthalmus regius : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Oxudercinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,Histological Slide::100,,Only a head was sectioned for the histological slides. 25 of orig. 171 specs. recat. as USNM 279329.,346491,,,,,,,,,4/11/2019 19:19,http://n2t.net/ark:/65665/3f313febc-ee9d-4725-b5f6-576071a6e80e
225118,Specimen/Lot,,32,Plagiotremus tapeinosoma,,Plagiotremus tapeinosoma : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Blenniinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,341645,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/398c152db-f8ae-4415-a7db-f8a265d1bc09
241868,Specimen/Lot,,3,Redigobius balteatus,,Redigobius balteatus : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobionellinae,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 17:59,http://n2t.net/ark:/65665/379319d09-d98d-48a7-b88f-7b53a0c7b56e
273831,Specimen/Lot,,1,Siganus,,Siganus : Siganidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Siganidae,,16 May 1979 (1979 May 16 - 0000 00 00; 06:30 - 07:45),Pacific,,Philippine Archipelago,,Siquijor,,Philippines,Siquijor,,"Tidal Inlet At Sabanj, Siquijor Island, P.I.",9.23,123.558,"Knapp, L. W.; Fehlmann, H. A.; Ferrari, F. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Alcala, A. C.",LK 79-17,,,,,Sp-79,,0 to 1,,,,,346491,,,,,,,,,12/1/2017 18:00,http://n2t.net/ark:/65665/30bfa1a86-b759-47f6-8af5-71ba5aeaff8c
