Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Identification,Other Identifications,Name Hierarchy,Type Status,Type Citations,Order,Family,Subfamily,Date Collected,Ocean,Sea/Gulf,Archipelago,Island Grouping,Island Name,Continent,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Collector(s),Field Number(s),Other Numbers (Type : Value),Vessel,Cruise,Station,Expedition,Collection Method,Depth (m),Source of Sample,Preparation Details (Preparation:Location:Count),Measurements,Notes,Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"221948","Specimen/Lot","",3,"Abudefduf vaigiensis","Abudefduf saxatilis vaigiensis","Abudefduf vaigiensis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","13 May 1978 (1978 May 13 - 0000 00 00; 06:30 - 10:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","","","Philippine Islands, Negros Island, South End, approximately 1/2 Mile S.E. of Maloh Village, Rocky Shore Along Highway 1.",9.0522,122.992,"Knapp, L. W.; Alcala, A. C.; Estano, M.; Fehlmann, H. A.","SP 78-12","","","","","Sp-78","Rotenone; Derris Root","0 to 1","",,,"","333189","","","","","","","","","10 Aug 2020 20:28:00","http://n2t.net/ark:/65665/319fd1b70-1d91-49cd-830e-8afbc7b4b2b9"
"221949","Specimen/Lot","",3,"Abudefduf vaigiensis","Abudefduf saxatilis vaigiensis","Abudefduf vaigiensis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","8 May 1978 (1978 May 08 - 0000 00 00)","North Pacific Ocean","","","","","","Philippines","","","Philippine Is., Cebu, SW Tip Off Liloan Point, Tanon Strait.",9.4208,123.296,"Springer, V. G.; Smithsonian Team","SP 78-1","","","","","Sp-78","Rotenone and spear","0 to 1.8","",,,"","333189","","","","","","","","","07 Aug 2020 18:22:00","http://n2t.net/ark:/65665/36f224b16-7f42-497c-a553-804ddbaa827f"
"221951","Specimen/Lot","",1,"Abudefduf vaigiensis","Abudefduf saxatilis vaigiensis","Abudefduf vaigiensis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","8 Jun 1978 (1978 Jun 08 - 0000 00 00; 12:10 - 13:20)","North Pacific Ocean","","","","","","Philippines","Negros Oriental","","Philippine Islands, Negros Island, Southeast Coast At Ajong.",9.3833,123.258,"Springer, V. G.; Libbey, J. D.","SP 78-37","","","","","Sp-78","Rotenone; Dip Net","0 to 2","",,,"","333189","","","","","","","","","12 Aug 2020 20:40:00","http://n2t.net/ark:/65665/32846dcdd-47d7-4f39-a75b-7888ec869c7c"
"221953","Specimen/Lot","",7,"Abudefduf vaigiensis","Abudefduf saxatilis vaigiensis","Abudefduf vaigiensis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","14 Jun 1978 (1978 Jun 14 - 0000 00 00; 09:30 - 12:15)","North Pacific Ocean","","Philippine Archipelago","","Negros","","Philippines","Negros Oriental","","Philippines: Negros Oriental, Vicinity Port Siyt, NW Side of Entrance To Small Bay",9.0667,123.147,"Knapp, L. W.; Fehlmann, H. A.; Alcala, L.; et al.","SP 78-44","","","","","Sp-78","Powdered Derris Root; Dip Net; By Hand","0 to 2","",,,"","333189","","","","","","","","","13 Aug 2020 19:19:00","http://n2t.net/ark:/65665/396dbf949-ccd6-4a15-a7de-6257523be1dc"
"221954","Specimen/Lot","",1,"Abudefduf vaigiensis","Abudefduf saxatilis vaigiensis","Abudefduf vaigiensis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","22 Jun 1978 (1978 Jun 22 - 0000 00 00; 15:30 - 17:00)","North Pacific Ocean","","Philippine Archipelago","Visayas","Apo Island","","Philippines","Negros Oriental","","Philippine Islands, Apo Island, east side at sandy beach next to Chanos Pond.",9.0667,123.275,"Libbey, J. D.; Knapp, L. W.; Silliman University Group","SP 78-47","","","","","Sp-78","Spear gun","1 to 5","",,,"","333189","","","","","","","","","13 Aug 2020 20:36:00","http://n2t.net/ark:/65665/3af8e1f5d-11bd-403c-942e-73736c21966d"
"221955","Specimen/Lot","",2,"Abudefduf vaigiensis","Abudefduf saxatilis vaigiensis","Abudefduf vaigiensis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","15 May 1978 (1978 May 15 - 0000 00 00; 08:30 - 11:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","Negros Oriental","","Philippine Island: Negros Oriental, South Bais Bay.",9.5717,123.15,"Springer, V. G.; Smithsonian Team; Carpenter, K. E.","SP 78-15","","","","","Sp-78","Rotenone","0 to 1","",,,"","333189","","","","","","","","","10 Aug 2020 20:52:00","http://n2t.net/ark:/65665/33ebf11fe-6942-48b5-9821-ca6e630d45ef"
"221956","Specimen/Lot","",1,"Abudefduf vaigiensis","Abudefduf saxatilis vaigiensis","Abudefduf vaigiensis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","22 May 1978 (1978 May 22 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","","Putic Island","","Philippines","Palawan","","Philippine Islands: Palawan Province, Putic Island, Northwest Side (Cuyo Island).",10.9181,121.034,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group","SP 78-18","","","","","Sp-78","Rotenone; Dip Net","0 to 4.6","",,,"","333189","","","","","","","","","10 Aug 2020 22:03:00","http://n2t.net/ark:/65665/3e26df663-7e82-4b2b-a357-2bf4c6fbe23a"
"221957","Specimen/Lot","",23,"Abudefduf vaigiensis","Abudefduf saxatilis vaigiensis","Abudefduf vaigiensis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","26 May 1978 (1978 May 26 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","Cuyo Islands","Cocoro","","Philippines","Palawan","","Philippine Islands, Cocoro Island (Cuyo Island).",10.8817,121.204,"Springer, V. G.; Smithsonian Team; Silliman University Group; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","SP 78-26","","","","","Sp-78","Rotenone; Dipnet","0 to 3","",,,"","333189","","","","","","","","","11 Aug 2020 18:52:00","http://n2t.net/ark:/65665/3814b8558-127f-4c95-8b11-69ff806ce85a"
"221959","Specimen/Lot","",4,"Abudefduf vaigiensis","Abudefduf saxatilis vaigiensis","Abudefduf vaigiensis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","18 Jun 1978 (1978 Jun 18 - 0000 00 00; 15:00 - 17:10)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","Negros Oriental","","Ajong, Negros Island, Philippine Islands",9.3833,123.258,"Springer, V. G.; Knapp, L. W.; Alcala, L.","SP 78-46","","","","","SP-78","Rotenone; Dip Net","0 to 2","",,,"","333189","","","","","","","","","13 Aug 2020 20:17:00","http://n2t.net/ark:/65665/3db87741c-3d67-4b49-a07b-faafbc326204"
"221961","Specimen/Lot","",1,"Abudefduf vaigiensis","Abudefduf saxatilis vaigiensis","Abudefduf vaigiensis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","22 Jun 1978 (1978 Jun 22 - 0000 00 00; 20:30 - 22:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Apo Island","","Philippines","Negros Oriental","","Philippine Islands, Apo Island, East Side At Fishing Village",9.0833,123.275,"Libbey, J. D.; Knapp, L. W.; Silliman University Group","SP 78-48","","","","","SP-78","Skin & Scuba Diving; spear guns","1 to 9","",,,"","333189","","","","","","","","","13 Aug 2020 20:45:00","http://n2t.net/ark:/65665/398c5cbf6-99e6-4b55-8461-86c85be63cb6"
"285442","Specimen/Lot","",5,"Acanthocepola abbreviata","","Acanthocepola abbreviata : Cepolidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Cepolidae","","4 Jun 1978 (1978 Jun 04 - 0000 00 00; 17:10 - 20:10)","North Pacific Ocean","Visayan Sea","Philippine Archipelago","","Sicogon Island","","Philippines","","","Philippine Islands, Visayan Sea Between Northern Negros and Masbate Island, East of Sicogon Island.",11.4625,123.396,"Alcala, L.; Hendler, G.; Knapp, L. W.","","","Sting Ray V","","T-3","Sp-78","80-ft Otter Trawl","0 to 47.6","",,,"","333189","","","","","","","","","08 Apr 2020 15:33:00","http://n2t.net/ark:/65665/321e68b52-6a54-4243-9dbf-6722850b13db"
"406987","Specimen/Lot","",1,"Acanthocepola krusensternii","Acanthocepola abbreviata","Acanthocepola krusensternii : Cepolidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Cepolidae","","6 Jun 1978 (1978 Jun 06 - 0000 00 00)","North Pacific Ocean","Visayan Sea","Philippine Archipelago","","","","Philippines","","","Philippine Islands, Visayan Sea Between Northern Negros and Masbate Island, Southeast of Caduruan Point",11.6606,123.896,"Alcala, L.; Hendler, G.; Knapp, L. W.","","","Sting Ray V","","T-13","Sp-78","80-ft Otter Trawl","0 to 91.4","",,,"Out of USNM 285443.","333189","","","","","","","","","08 Apr 2020 17:34:00","http://n2t.net/ark:/65665/339fb8b7b-6f96-4eb8-be05-5056377656ef"
"285443","Specimen/Lot","",1,"Acanthocepola limbata","Acanthocepola abbreviata","Acanthocepola limbata : Cepolidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Cepolidae","","6 Jun 1978 (1978 Jun 06 - 0000 00 00)","North Pacific Ocean","Visayan Sea","Philippine Archipelago","","","","Philippines","","","Philippine Islands, Visayan Sea Between Northern Negros and Masbate Island, Southeast of Caduruan Point",11.6606,123.896,"Alcala, L.; Hendler, G.; Knapp, L. W.","","","Sting Ray V","","T-13","Sp-78","80-ft Otter Trawl","0 to 91.4","",,,"One specimen out to USNM 406987 as a reidentification.","333189","","","","","","","","","08 Apr 2020 17:34:00","http://n2t.net/ark:/65665/32d83c126-ae67-46ad-9029-d2ebc1bfe11c"
"364519","Specimen/Lot","",5,"Acanthochromis polyacanthus","","Acanthochromis polyacanthus : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45)","North Pacific Ocean","","Philippine Archipelago","","Bararin Island","","Philippines","Palawan","","Philippine Islands, Palawan Province, Bararin Island, West Side (Cuyo Island). 8 mm Movie by Kent Carpenter.",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group","SP 78-20","","","","","SP-78","Rotenone; Dip Net","0 to 14","",,,"Ident. by g. allen, 1997.","000000","","","","","","","","","11 Aug 2020 14:41:00","http://n2t.net/ark:/65665/35a4faa08-ea58-4bba-a589-4a83852cba07"
"478702","Specimen/Lot","",1,"Acanthuridae","","Acanthuridae : Acanthuridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Acanthuridae","","12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00)","North Pacific Ocean","","Philippine Archipelago","","Negros","","Philippines","","","Philippine Islands, Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team","SP 78-8","","","","","Sp-78","Rotenone; Dip Net","0 to 1","","Larvae:Larval Tank 05:1","Length TL: 5mm","","2089726","","","","","","","","","19 Aug 2024 19:23:00","http://n2t.net/ark:/65665/39f954eb7-6afb-43aa-88f7-7faabb647129"
"260726","Specimen/Lot","",1,"Acanthurus","","Acanthurus : Acanthuridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Acanthuridae","","22 May 1978 (1978 May 22 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","","Cuyo Island","","Philippines","Palawan","","Philippine Island: Palawan Province, Cuyo Island, North End. Habitat photo taken by Joe Libbey.",10.9083,121.051,"Smithsonian Team; Alcala, A. C.; Silliman University Group","SP 78-19","","","","","Sp-78","Rotenone; Dipnet; By Hand","0 to 0.8","",,,"","333189","","","","","","","","","11 Aug 2020 14:34:00","http://n2t.net/ark:/65665/3e251beeb-b17c-445e-bdfd-854b6faf7042"
"262150","Specimen/Lot","",1,"Acanthurus","","Acanthurus : Acanthuridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Acanthuridae","","26 May 1978 (1978 May 26 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","Cuyo Islands","Cocoro","","Philippines","Palawan","","Philippine Islands, Cocoro Island (Cuyo Island).",10.8817,121.204,"Springer, V. G.; Smithsonian Team; Silliman University Group; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","SP 78-26","","","","","Sp-78","Rotenone; Dipnet","0 to 3","",,,"","333189","","","","","","","","","11 Aug 2020 18:54:00","http://n2t.net/ark:/65665/336d99b18-a1da-48fd-bc13-a043e656ac58"
"262152","Specimen/Lot","",2,"Acanthurus","","Acanthurus : Acanthuridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Acanthuridae","","9 May 1978 (1978 May 09 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","","Siquijor","","Philippines","Siquijor","San Juan","Philippine Islands: Siquijor Island, west side, Paliton Village In San Juan Municipality.",9.175,123.463,"Springer, V. G.; Smithsonian Team; Local Children","SP 78-3","","","","","Sp-78","Rotenone; Derris Root","0 to 2","",,,"","333189","","","","","","","","","07 Aug 2020 18:39:00","http://n2t.net/ark:/65665/32ef44459-4f4c-4512-a953-f21e206d1ac0"
"260773","Specimen/Lot","",2,"Acanthurus auranticavus Randall","","Acanthurus auranticavus Randall : Acanthuridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Acanthuridae","","22 Jun 1978 (1978 Jun 22 - 0000 00 00; 20:30 - 22:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Apo Island","","Philippines","Negros Oriental","","Philippine Islands, Apo Island, East Side At Fishing Village",9.0833,123.275,"Libbey, J. D.; Knapp, L. W.; Silliman University Group","SP 78-48","","","","","SP-78","Skin & Scuba Diving; spear guns","1 to 9","",,,"","333189","","","","","","","","","13 Aug 2020 20:43:00","http://n2t.net/ark:/65665/3b0d69e2d-3ce7-4778-8fac-5691d9b58557"
"260774","Specimen/Lot","",1,"Acanthurus auranticavus Randall","","Acanthurus auranticavus Randall : Acanthuridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Acanthuridae","","23 Jun 1978 (1978 Jun 28 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","Visayas","Apo Island","","Philippines","Negros Oriental","","Philippine Islands, Apo Island, east side at fishing village.",9.0856,123.275,"Libbey, J. D.; Knapp, L. W.; Silliman University Group","SP 78-49","","","","","Sp-78","Skin & Scuba Diving; spear guns","0 to 12","",,,"","333189","","","","","","","","","13 Aug 2020 20:52:00","http://n2t.net/ark:/65665/37abc4660-5243-4008-8d75-22af386363fb"
"430061","Specimen/Lot","",6,"Acanthurus lineatus","","Acanthurus lineatus : Acanthuridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Acanthuridae","","26 May 1978 (1978 May 26 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","Cuyo Islands","Cocoro","","Philippines","Palawan","","Philippine Islands, Cocoro Island (Cuyo Island).",10.8817,121.204,"Springer, V. G.; Smithsonian Team; Silliman University Group; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","SP 78-26","","","","","Sp-78","Rotenone; Dipnet","0 to 3","",,,"","333189","","","","","","","","","11 Aug 2020 18:53:00","http://n2t.net/ark:/65665/34dad4cf7-c795-4f7a-8155-d27b613cfbc8"
"430072","Specimen/Lot","",3,"Acanthurus lineatus","","Acanthurus lineatus : Acanthuridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Acanthuridae","","22 May 1978 (1978 May 22 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","","Putic Island","","Philippines","Palawan","","Philippine Islands: Palawan Province, Putic Island, Northwest Side (Cuyo Island).",10.9181,121.034,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group","SP 78-18","","","","","Sp-78","Rotenone; Dip Net","0 to 4.6","",,,"","333189","","","","","","","","","10 Aug 2020 22:01:00","http://n2t.net/ark:/65665/3519c972f-c3f8-4881-8268-9ac63c834ed3"
"260767","Specimen/Lot","",1,"Acanthurus mata","Acanthurus bleekeri","Acanthurus mata : Acanthuridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Acanthuridae","","10 May 1978 (1978 May 10 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","","Siquijor Island","","Philippines","Siquijor","","Philippine Islands, Siquijor Island, West Side, approximately 1/2 Miles WSW of San Juan.",9.1461,123.473,"Springer, V. G.; Local Fishermen","SP 78-6","","","","","Sp-78","Fish Trap","","",,,"","333189","","","","","","","","","07 Aug 2020 21:06:00","http://n2t.net/ark:/65665/335cadb68-1ca4-4fb2-9b72-7eb9334d480e"
