Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Identification,Other Identifications,Name Hierarchy,Type Status,Type Citations,Order,Family,Subfamily,Date Collected,Ocean,Sea/Gulf,Archipelago,Island Grouping,Island Name,Continent,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Collector(s),Field Number(s),Other Numbers (Type : Value),Vessel,Cruise,Station,Expedition,Collection Method,Depth (m),Source of Sample,Preparation Details (Preparation:Location:Count),Measurements,Notes,Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
244113,Specimen/Lot,,2,Palutrus,,Palutrus : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/26/2014 18:45,http://n2t.net/ark:/65665/3f406a721-8bbe-4211-8502-3ee4e100661e
228404,Specimen/Lot,,33,Parapercis cylindrica,,Parapercis cylindrica : Pinguipedidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pinguipedidae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/26/2014 18:40,http://n2t.net/ark:/65665/3c53354ad-c015-4c1a-9989-7bdaa93a5838
279861,Specimen/Lot,,2,Parenchelyurus hepburni,,Parenchelyurus hepburni : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Blenniinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/20/2014 18:40,http://n2t.net/ark:/65665/37f641ae9-2119-4cb5-bc49-0fde0a595db1
295667,Specimen/Lot,,1,Plesiops coeruleolineatus,,Plesiops coeruleolineatus : Plesiopidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Plesiopidae,Plesiopinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/26/2014 19:00,http://n2t.net/ark:/65665/3ed4a37a3-f87f-4e45-ad9b-9298c99cc95c
228887,Specimen/Lot,,3,Plotosus lineatus,,Plotosus lineatus : Plotosidae : Siluriformes : Actinopterygii : Chordata,,,Siluriformes,Plotosidae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,0,,,,,,,,,8/26/2014 20:22,http://n2t.net/ark:/65665/3d3038128-b1ed-4b7e-ac42-988bb6dc98c7
363518,Specimen/Lot,,4,Pomacentrus alexanderae,Pomacentrus philippinus,Pomacentrus alexanderae : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,"Ident. by g. allen, 1997.",0,,,,,,,,,6/8/2017 13:33,http://n2t.net/ark:/65665/3cc2d4d3f-f46d-44c2-be70-1fd6b69fec8b
313358,Specimen/Lot,Types,1,Priolepis fallacincta Winterbottom & Burridge,,Priolepis fallacincta Winterbottom & Burridge : Gobiidae : Perciformes : Actinopterygii : Chordata,Paratype,"Winterbottom, R. & Burridge, M. E. 1992. Canadian Journal of Zoology. 70 (10): 1940, 1, 6, 7.",Perciformes,Gobiidae,Gobiinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,Removed from usnm 244075.,333189,,,,,,,,,8/18/2014 21:11,http://n2t.net/ark:/65665/3e0cd3dbb-84d6-4efc-bb22-e840101d7206
244075,Specimen/Lot,,1,Priolepis pallidicincta Winterbottom & Burridge,,Priolepis pallidicincta Winterbottom & Burridge : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,20.3 mm; 1 of 2 removed to usnm 313358.,333189,,,,,,,,,8/26/2014 18:45,http://n2t.net/ark:/65665/3029df93f-70f3-4585-b34b-3f4f53d5b282
267480,Specimen/Lot,,1,Pseudupeneus indicus,,Pseudupeneus indicus : Mullidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Mullidae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/25/2014 18:05,http://n2t.net/ark:/65665/3e302b5d4-9b2d-43ae-914c-cefbbe8a9e0e
396461,Specimen/Lot,,1,Rhinecanthus aculeatus,,Rhinecanthus aculeatus : Balistidae : Tetraodontiformes : Actinopterygii : Chordata,,,Tetraodontiformes,Balistidae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/20/2014 19:12,http://n2t.net/ark:/65665/39ea7a702-7fe1-4fca-8761-b2c3c21bff65
396484,Specimen/Lot,,7,Rhinecanthus verrucosus,,Rhinecanthus verrucosus : Balistidae : Tetraodontiformes : Actinopterygii : Chordata,,,Tetraodontiformes,Balistidae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/20/2014 19:13,http://n2t.net/ark:/65665/392f04842-eb9e-4732-a9a9-ec362cd4b861
297632,Specimen/Lot,,1,Salarias fasciatus,,Salarias fasciatus : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/20/2014 18:48,http://n2t.net/ark:/65665/3b19d7ac3-bbdc-40d1-8315-abf6837dc679
297671,Specimen/Lot,,1,Salarias sinuosus Snyder,,Salarias sinuosus Snyder : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/20/2014 18:48,http://n2t.net/ark:/65665/37d47efcf-34e1-4f9e-907e-ee846832fc08
325170,Specimen/Lot,,3,Saurida gracilis,,Saurida gracilis : Synodontidae : Aulopiformes : Actinopterygii : Chordata,,,Aulopiformes,Synodontidae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,Glycerin with Bone Stain::2,,,333189,,,,,,,,,8/20/2014 16:15,http://n2t.net/ark:/65665/35d8afa72-6c9d-4ba9-b1ee-458fbc51a1ef
236438,Specimen/Lot,,5,Scolopsis bilineata,,Scolopsis bilineata : Nemipteridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Nemipteridae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/25/2014 18:01,http://n2t.net/ark:/65665/31b75f258-9179-43f1-99f9-dda8abfad16e
372672,Specimen/Lot,,29,Sebastapistes strongia,,Sebastapistes strongia : Scorpaenidae : Scorpaeniformes : Actinopterygii : Chordata,,,Scorpaeniformes,Scorpaenidae,Scorpaeninae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/26/2014 19:38,http://n2t.net/ark:/65665/3cc012981-19b6-4187-a7cc-e2866066ce82
235566,Specimen/Lot,,19,Siganus fuscescens,,Siganus fuscescens : Siganidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Siganidae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/25/2014 18:01,http://n2t.net/ark:/65665/3d3723d39-e304-4c59-a472-60964a01df95
291150,Specimen/Lot,,5,Soleidae,,Soleidae : Soleidae : Pleuronectiformes : Actinopterygii : Chordata,,,Pleuronectiformes,Soleidae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/20/2014 18:43,http://n2t.net/ark:/65665/3278c2152-85a8-4a90-9df0-f065125e6c9f
236921,Specimen/Lot,,1,Stethojulis trilineata,,Stethojulis trilineata : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/26/2014 18:43,http://n2t.net/ark:/65665/3d015f6cd-d5dc-47da-ae21-aed5594abecc
277804,Specimen/Lot,,1,Thalassoma hardwicke,,Thalassoma hardwicke : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/26/2014 18:55,http://n2t.net/ark:/65665/3aae0c4a6-aa60-42d4-aa9d-abefab15d259
264449,Specimen/Lot,,2,Valenciennea longipinnis,,Valenciennea longipinnis : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/26/2014 18:48,http://n2t.net/ark:/65665/30426a389-5975-4250-ba39-4009d6a690bd
264450,Specimen/Lot,,9,Valenciennea muralis,,Valenciennea muralis : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/26/2014 18:48,http://n2t.net/ark:/65665/3a5e3d040-d9a0-44c0-a366-b79b481552e9
