Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Identification,Other Identifications,Name Hierarchy,Type Status,Type Citations,Order,Family,Subfamily,Date Collected,Ocean,Sea/Gulf,Archipelago,Island Grouping,Island Name,Continent,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Collector(s),Field Number(s),Other Numbers (Type : Value),Vessel,Cruise,Station,Expedition,Collection Method,Depth (m),Source of Sample,Preparation Details (Preparation:Location:Count),Measurements,Notes,Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
275514,Specimen/Lot,,20,Chromis elerae Fowler & Bean,,Chromis elerae Fowler & Bean : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/32bcf5cf1-626b-4da5-a293-460cb4fdd0b9
390089,Specimen/Lot,,2,Eviota,,Eviota : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,332315,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/385388082-68bf-4c92-a40b-26ac3017b547
219659,Specimen/Lot,,1,Eviota melasma Lachner & Karnella,,Eviota melasma Lachner & Karnella : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,332315,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/308bbfce2-dd08-4342-a727-041c6e734d97
231522,Specimen/Lot,,2,Eviota pellucida Larson,,Eviota pellucida Larson : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,332315,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/3373c1de3-8ec4-4f8c-9296-d510699a5302
262575,Specimen/Lot,,1,Fowleria aurita,,Fowleria aurita : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,Apogoninae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/316318a60-bf7d-4689-bf7a-2830908f1d2f
327528,Specimen/Lot,,1,Gnatholepis cauerensis,,Gnatholepis cauerensis : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobionellinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,332315,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/322990fb8-b35e-4e70-b9dc-9689120cb054
370515,Specimen/Lot,,1,Labroides dimidiatus,,Labroides dimidiatus : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,I.d. by g. van dyke 14 jun 1979,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/388f0e79b-6627-499b-8f6c-ca86a187baf5
260818,Specimen/Lot,,1,Labropsis,,Labropsis : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/374342ab5-187e-47fc-b9e6-295597015727
263312,Specimen/Lot,,1,Meiacanthus atrodorsalis,,Meiacanthus atrodorsalis : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Blenniinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,2/6/2019 14:08,http://n2t.net/ark:/65665/378d02aeb-0742-4a34-88ed-e2e1aea0fc0e
RAD 120865,Image,Radiograph Collection,1,Meiacanthus atrodorsalis,,Meiacanthus atrodorsalis : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Blenniinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,Catalog Number : USNM 263312,,,,Sp-78,,0 to 30,,Polyester:MSC:1,,,2077093,,,,,,,,,2/6/2019 13:41,http://n2t.net/ark:/65665/38fcfb1dd-d124-4de2-af21-35852ba4c4df
387973,Specimen/Lot,,31,Myripristis vittata,,Myripristis vittata : Holocentridae : Beryciformes : Actinopterygii : Chordata,,,Beryciformes,Holocentridae,Myripristinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/3c236adaf-9d09-4344-b4d9-b696e2453006
262375,Specimen/Lot,,3,Ostorhinchus aroubiensis,Apogon aroubiensis,Ostorhinchus aroubiensis : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/38ac4db01-c3ac-4bd9-9400-1cd05c49aff2
276863,Specimen/Lot,,1,Oxycheilinus digramma,Cheilinus diagrammus,Oxycheilinus digramma : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,9/15/2017 12:10,http://n2t.net/ark:/65665/3843932d5-678d-4c57-80fd-304139355fba
266555,Specimen/Lot,,1,Pervagor melanocephalus,,Pervagor melanocephalus : Monacanthidae : Tetraodontiformes : Actinopterygii : Chordata,,,Tetraodontiformes,Monacanthidae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/3e8335744-bfa5-4c54-8443-473888fb0e25
363611,Specimen/Lot,,1,Pomacentrus alexanderae,,Pomacentrus alexanderae : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,"Ident. by g. allen, 1997.",0,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/3415b2d4e-10de-44e6-8e05-9f05785fe14b
395385,Specimen/Lot,,8,Pristiapogon fraenatus,,Pristiapogon fraenatus : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/35277df44-0887-4a23-b936-a30432a6fdce
262691,Specimen/Lot,Types,1,Pseudamia hayashii Randall et al.,,Pseudamia hayashii Randall et al. : Apogonidae : Perciformes : Actinopterygii : Chordata,Paratype,"Randall, J. E., et al. 1985. Indo-Pacific Fishes. No. 6: 11.",Perciformes,Apogonidae,Pseudaminae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/30ef499f5-3dba-4428-be6d-ac14ee4efaa2
236341,Specimen/Lot,,10,Pseudocheilinus evanidus,,Pseudocheilinus evanidus : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/314455be1-58e9-40d7-b209-c8949930b4d2
262001,Specimen/Lot,,5,Pseudogramma polyacanthum,,Pseudogramma polyacanthum : Serranidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Serranidae,Epinephelinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/306ceafb4-b7b2-41fa-9db7-1423734daade
290825,Specimen/Lot,,1,Pseudoplesiops rosae Schultz,,Pseudoplesiops rosae Schultz : Pseudochromidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pseudochromidae,Pseudoplesiopinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/3ac78fb7b-1b6f-4056-ae19-b1146a8cba2e
259308,Specimen/Lot,,1,Pteragogus cryptus Randall,,Pteragogus cryptus Randall : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/35e853e80-1bf8-427a-876f-76acfe58e88b
332319,Specimen/Lot,,28,Rhabdamia spilota,Apogon,Rhabdamia spilota : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,Apogoninae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,6/26/2019 14:34,http://n2t.net/ark:/65665/3c1dc6ed7-30b1-4920-880d-0c79648d8692
372660,Specimen/Lot,,1,Scorpaenodes,,Scorpaenodes : Scorpaenidae : Scorpaeniformes : Actinopterygii : Chordata,,,Scorpaeniformes,Scorpaenidae,Scorpaeninae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/386d2c19a-4e5b-404b-b118-608cf34e5820
218929,Specimen/Lot,,1,Synodus variegatus,,Synodus variegatus : Synodontidae : Aulopiformes : Actinopterygii : Chordata,,,Aulopiformes,Synodontidae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/311ad744a-8386-4254-862e-f1287965a398
220052,Specimen/Lot,,1,Synodus variegatus,,Synodus variegatus : Synodontidae : Aulopiformes : Actinopterygii : Chordata,,,Aulopiformes,Synodontidae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/3521d0cfe-eafa-4ddd-b9dd-95d4ff4c2a88
264593,Specimen/Lot,,1,Trimma benjamini Winterbottom,Trimma rw # 18 Winterbottom,Trimma benjamini Winterbottom : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/377e454b7-0241-4373-b469-2ef4ab63cf3f
264530,Specimen/Lot,,17,Trimma stobbsi Winterbottom,Trimma rw # 23 Winterbottom,Trimma stobbsi Winterbottom : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/3c85a1f1c-0254-402f-9201-6d5b3a32094d
313532,Specimen/Lot,,1,Trimma taylori Lobel,,Trimma taylori Lobel : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,Removed from usnm 264516.,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/386594145-eab8-4f21-88f8-c6ba7d1a297e
263520,Specimen/Lot,,3,Trimma tevegae Cohen & Davis,,Trimma tevegae Cohen & Davis : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/3f5133f18-055e-47c8-9f90-459a776bc529
264499,Specimen/Lot,Types,32,Trimma yanoi,Trimma rw # 62 Winterbottom,Trimma yanoi : Gobiidae : Perciformes : Actinopterygii : Chordata,Ms,,Perciformes,Gobiidae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/386bdab2e-190c-4996-8c69-95c7ed08eaf4
243908,Specimen/Lot,,1,Trimmatom sagma,Trimma,Trimmatom sagma : Gobiidae : Perciformes : Actinopterygii : Chordata,Paratype,"Winterbottom, R. 1989. Canadian Journal of Zoology. 67 (10): 2406, Figures 3, 4, 7.",Perciformes,Gobiidae,Gobiinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 11:00 - 12:15),Pacific,,Philippine Archipelago,,Apo Island,,Philippines,,,"Philippine Islands, Apo Island, Southeast Side of Island",9.0772,123.279,"Springer, V. G.; Libbey, J. D.",SP 78-33,,,,,Sp-78,,0 to 30,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/3601dcfdc-c523-41f5-a3cc-610c484acb49
226784,Specimen/Lot,,1,Acreichthys radiatus,,Acreichthys radiatus : Monacanthidae : Tetraodontiformes : Actinopterygii : Chordata,,,Tetraodontiformes,Monacanthidae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 14:45 - 16:05),Pacific,,Philippine Archipelago,Visayas,Apo Island,,Philippines,Negros Oriental,,"Philippine Islands, Apo Island, west side about 1/3 km North of south end",9.0736,123.268,"Springer, V. G.; Libbey, J. D.; Silliman University Group; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",SP 78-34,,,,,Sp-78,,0 to 6,,Glycerin with Bone Stain::1,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/323cb60d4-8382-4b94-9371-3135553dc800
366601,Specimen/Lot,Types,1,Alionematichthys suluensis Moller & Schwarzhans,,Alionematichthys suluensis Moller & Schwarzhans : Bythitidae : Ophidiiformes : Actinopterygii : Chordata,Paratype,"Moller, P. D. & Schwarzhans, W. W. 2008. The Beagle, Records of the Museums and Art Galleries of the Northern Territory. (24): 122, Figures 9, 24, 25.",Ophidiiformes,Bythitidae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 14:45 - 16:05),Pacific,,Philippine Archipelago,Visayas,Apo Island,,Philippines,Negros Oriental,,"Philippine Islands, Apo Island, west side about 1/3 km North of south end",9.0736,123.268,"Springer, V. G.; Libbey, J. D.; Silliman University Group; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",SP 78-34,,,,,Sp-78,,0 to 6,,,,,0,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/349a3858e-b750-4b37-a3ea-37b2c7e1b72a
265233,Specimen/Lot,,1,Amphiprion clarkii,,Amphiprion clarkii : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 14:45 - 16:05),Pacific,,Philippine Archipelago,Visayas,Apo Island,,Philippines,Negros Oriental,,"Philippine Islands, Apo Island, west side about 1/3 km North of south end",9.0736,123.268,"Springer, V. G.; Libbey, J. D.; Silliman University Group; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",SP 78-34,,,,,Sp-78,,0 to 6,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/3a8db23f4-2411-45ec-9d82-4671df3f59c1
282345,Specimen/Lot,,1,Amphiprion clarkii,,Amphiprion clarkii : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 14:45 - 16:05),Pacific,,Philippine Archipelago,Visayas,Apo Island,,Philippines,Negros Oriental,,"Philippine Islands, Apo Island, west side about 1/3 km North of south end",9.0736,123.268,"Springer, V. G.; Libbey, J. D.; Silliman University Group; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",SP 78-34,,,,,Sp-78,,0 to 6,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/316a40ce1-a385-47a1-b579-e7bb9e96e82a
268364,Specimen/Lot,,3,Apogon coccineus,,Apogon coccineus : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,Apogoninae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 14:45 - 16:05),Pacific,,Philippine Archipelago,Visayas,Apo Island,,Philippines,Negros Oriental,,"Philippine Islands, Apo Island, west side about 1/3 km North of south end",9.0736,123.268,"Springer, V. G.; Libbey, J. D.; Silliman University Group; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",SP 78-34,,,,,Sp-78,,0 to 6,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/3b345ae43-757c-4a3c-bdae-2736e93d68be
332332,Specimen/Lot,,1,Apogon leptacanthus,,Apogon leptacanthus : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,Apogoninae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 14:45 - 16:05),Pacific,,Philippine Archipelago,Visayas,Apo Island,,Philippines,Negros Oriental,,"Philippine Islands, Apo Island, west side about 1/3 km North of south end",9.0736,123.268,"Springer, V. G.; Libbey, J. D.; Silliman University Group; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",SP 78-34,,,,,Sp-78,,0 to 6,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/3204e044d-c75f-4e0e-8d7d-3cf978953980
392907,Specimen/Lot,,1,Arothron nigropunctatus,,Arothron nigropunctatus : Tetraodontidae : Tetraodontiformes : Actinopterygii : Chordata,,,Tetraodontiformes,Tetraodontidae,Tetraodontinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 14:45 - 16:05),Pacific,,Philippine Archipelago,Visayas,Apo Island,,Philippines,Negros Oriental,,"Philippine Islands, Apo Island, west side about 1/3 km North of south end",9.0736,123.268,"Springer, V. G.; Libbey, J. D.; Silliman University Group; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",SP 78-34,,,,,Sp-78,,0 to 6,,,,Intermediate color phase of this species.,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/3c1e1919f-2688-4095-8b0e-0c5f2743eda0
394857,Specimen/Lot,,30,Canthigaster valentini,,Canthigaster valentini : Tetraodontidae : Tetraodontiformes : Actinopterygii : Chordata,,,Tetraodontiformes,Tetraodontidae,Canthigasterinae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 14:45 - 16:05),Pacific,,Philippine Archipelago,Visayas,Apo Island,,Philippines,Negros Oriental,,"Philippine Islands, Apo Island, west side about 1/3 km North of south end",9.0736,123.268,"Springer, V. G.; Libbey, J. D.; Silliman University Group; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",SP 78-34,,,,,Sp-78,,0 to 6,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/3d0ab4ed6-f6ee-416a-9273-340c9637a150
331144,Specimen/Lot,,1,Cheilodipterus,,Cheilodipterus : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,Apogoninae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 14:45 - 16:05),Pacific,,Philippine Archipelago,Visayas,Apo Island,,Philippines,Negros Oriental,,"Philippine Islands, Apo Island, west side about 1/3 km North of south end",9.0736,123.268,"Springer, V. G.; Libbey, J. D.; Silliman University Group; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",SP 78-34,,,,,Sp-78,,0 to 6,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/30db32e85-8e6c-4bed-9e63-c8cad514a280
268179,Specimen/Lot,,2,Cheilodipterus macrodon,,Cheilodipterus macrodon : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,Apogoninae,6 Jun 1978 (1978 Jun 06 - 0000 00 00; 14:45 - 16:05),Pacific,,Philippine Archipelago,Visayas,Apo Island,,Philippines,Negros Oriental,,"Philippine Islands, Apo Island, west side about 1/3 km North of south end",9.0736,123.268,"Springer, V. G.; Libbey, J. D.; Silliman University Group; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",SP 78-34,,,,,Sp-78,,0 to 6,,,,,333189,,,,,,,,,5/23/2017 17:24,http://n2t.net/ark:/65665/3ee270674-04d4-4702-bfe0-e05e475ba73b
