EstimateS (Version 9.1.0), Copyright R. K. Colwell:  http://viceroy.eeb.uconn.edu/estimates
Shared Species and Similarity Statistics Output from Input File:  SI_78-79_all  (June 7, 2022)

First Sample	Second Sample	Sobs First Sample	Sobs Second Sample	Shared Species Observed	ACE First Sample	ACE Second Sample	Chao Shared Esimated	Jaccard Classic	Sorensen Classic	Chao-Jaccard-Raw Abundance-based	Chao-Jaccard-Est Abundance-based	Chao-Jaccard-EstSD Abundance-based	Chao-Sorensen-Raw Abundance-based	Chao-Sorensen-Est Abundance-based	Chao-Sorensen-EstSD Abundance-based	Morisita-Horn	Bray-Curtis	
13	53	12	68	1	22.526	91.56	1	0.013	0.025	0.006	0.006	0	0.011	0.011	0	0.001	0.003	
13	54	12	89	3	22.526	111.201	3.8	0.031	0.059	0.024	0.029	0	0.047	0.056	0	0.004	0.007	
13	55	12	54	1	22.526	68.912	1	0.015	0.03	0.003	0.003	0	0.007	0.007	0	0.001	0.007	
13	56	12	48	1	22.526	59.289	0	0.017	0.033	0	0	0	0.001	0.001	0	0.001	0.001	
13	57	12	33	0	22.526	40.799	0	0	0	0	0	0	0	0	0	0	0	
13	58	12	67	2	22.526	85.193	2.567	0.026	0.051	0.008	0.009	0	0.017	0.018	0	0.002	0.009	
13	59	12	69	3	22.526	91.088	3	0.038	0.074	0.049	0.068	0	0.094	0.127	0	0.016	0.015	
13	60	12	57	1	22.526	93.268	1.25	0.015	0.029	0.001	0.002	0	0.003	0.004	0	0	0.003	
13	61	12	74	2	22.526	92.37	2.667	0.024	0.047	0.007	0.008	0	0.014	0.016	0	0.001	0.008	
13	62	12	71	1	22.526	101.386	1	0.012	0.024	0.009	0.009	0	0.018	0.018	0	0.002	0.007	
13	63	12	82	1	22.526	102.323	1	0.011	0.021	0.002	0.002	0	0.004	0.004	0	0.001	0.002	
13	64	12	43	1	22.526	57.305	1	0.019	0.036	0.008	0.008	0	0.016	0.016	0	0.002	0.016	
13	65	12	96	2	22.526	115.523	3	0.019	0.037	0.003	0.003	0	0.005	0.005	0	0.001	0.005	
13	66	12	48	1	22.526	81.477	1	0.017	0.033	0.002	0.002	0	0.005	0.005	0	0.001	0.005	
13	67	12	43	1	22.526	65.205	1	0.019	0.036	0.018	0.018	0	0.035	0.035	0	0.005	0.01	
13	68	12	8	0	22.526	8.348	0	0	0	0	0	0	0	0	0	0	0	
14	15	109	110	38	153.643	141.015	44.593	0.21	0.347	0.283	0.363	0	0.441	0.533	0	0.237	0.273	
14	16	109	90	34	153.643	131.242	64.978	0.206	0.342	0.206	0.23	0	0.342	0.374	0	0.086	0.171	
14	17	109	135	44	153.643	181.409	70.291	0.22	0.361	0.23	0.308	0	0.374	0.47	0	0.122	0.138	
14	18	109	89	24	153.643	158.259	41.328	0.138	0.242	0.129	0.147	0	0.229	0.257	0	0.122	0.157	
14	19	109	35	6	153.643	47.365	15.22	0.043	0.083	0.019	0.026	0	0.038	0.051	0	0.006	0.03	
14	20	109	32	0	153.643	46.447	0	0	0	0	0	0	0	0	0	0	0	
14	21	109	63	11	153.643	101.699	28.278	0.068	0.128	0.038	0.041	0	0.073	0.079	0	0.013	0.04	
14	22	109	20	9	153.643	52.777	100.857	0.075	0.14	0.027	0.038	0	0.053	0.074	0	0.02	0.028	
14	23	109	31	1	153.643	37.888	1	0.007	0.014	0.002	0.002	0	0.004	0.004	0	0	0.003	
14	24	109	40	10	153.643	94.303	40.818	0.072	0.134	0.038	0.061	0	0.074	0.115	0	0.01	0.034	
14	25	109	38	4	153.643	59.387	8.046	0.028	0.054	0.015	0.016	0	0.029	0.031	0	0.013	0.027	
14	26	109	52	7	153.643	86.118	22.25	0.045	0.087	0.027	0.074	0	0.052	0.138	0	0.007	0.016	
14	27	109	30	5	153.643	41.933	14.217	0.037	0.072	0.02	0.026	0	0.038	0.05	0	0.016	0.024	
14	28	109	15	0	153.643	18.084	0	0	0	0	0	0	0	0	0	0	0	
14	29	109	134	28	153.643	224.279	48.803	0.13	0.23	0.114	0.186	0	0.205	0.314	0	0.057	0.113	
14	30	109	41	3	153.643	71.504	6.556	0.02	0.04	0.01	0.012	0	0.02	0.024	0	0.002	0.009	
14	31	109	72	26	153.643	106.388	84.511	0.168	0.287	0.124	0.158	0	0.221	0.273	0	0.098	0.122	
14	32	109	66	12	153.643	126.645	26.481	0.074	0.137	0.019	0.029	0	0.038	0.056	0	0.001	0.022	
14	33	109	5	0	153.643	7.222	0	0	0	0	0	0	0	0	0	0	0	
14	34	109	67	13	153.643	90.773	28.98	0.08	0.148	0.044	0.069	0	0.085	0.128	0	0.005	0.043	
14	35	109	62	9	153.643	89.968	12.497	0.056	0.105	0.026	0.048	0	0.05	0.091	0	0.002	0.022	
14	36	109	74	7	153.643	132.624	9.5	0.04	0.077	0.047	0.069	0	0.089	0.129	0	0.013	0.022	
14	37	109	104	18	153.643	142.454	37.609	0.092	0.169	0.093	0.108	0	0.171	0.195	0	0.077	0.07	
14	38	109	99	7	153.643	127.355	14.432	0.035	0.067	0.019	0.021	0	0.037	0.042	0	0.009	0.022	
14	39	109	94	29	153.643	145.55	50.547	0.167	0.286	0.195	0.216	0	0.326	0.355	0	0.167	0.169	
14	40	109	73	18	153.643	137.949	515.231	0.11	0.198	0.119	0.251	0	0.213	0.401	0	0.122	0.083	
14	41	109	57	2	153.643	86.164	3.3	0.012	0.024	0.005	0.006	0	0.011	0.013	0	0.001	0.006	
14	42	109	22	4	153.643	38.656	4	0.031	0.061	0.054	0.059	0	0.102	0.112	0	0.012	0.027	
14	43	109	32	3	153.643	37.95	3.703	0.022	0.043	0.012	0.013	0	0.024	0.025	0	0.004	0.014	
14	44	109	37	4	153.643	42.797	9	0.028	0.055	0.013	0.017	0	0.025	0.033	0	0.006	0.011	
14	45	109	24	0	153.643	27.841	0	0	0	0	0	0	0	0	0	0	0	
14	46	109	14	0	153.643	17.132	0	0	0	0	0	0	0	0	0	0	0	
14	47	109	21	1	153.643	23.222	1	0.008	0.015	0.005	0.006	0	0.01	0.011	0	0.001	0.002	
14	48	109	66	11	153.643	93.224	24.803	0.067	0.126	0.072	0.121	0	0.135	0.217	0	0.026	0.056	
14	49	109	30	3	153.643	38.428	5.91	0.022	0.043	0.01	0.01	0	0.019	0.021	0	0.012	0.017	
14	50	109	51	10	153.643	98.052	26.659	0.067	0.125	0.029	0.048	0	0.056	0.092	0	0.018	0.048	
14	51	109	38	1	153.643	43.468	1	0.007	0.014	0.001	0.001	0	0.002	0.003	0	0	0.002	
14	52	109	32	0	153.643	39.695	0	0	0	0	0	0	0	0	0	0	0	
14	53	109	68	6	153.643	91.56	142.786	0.035	0.068	0.01	0.016	0	0.02	0.031	0	0.001	0.014	
14	54	109	89	21	153.643	111.201	42.018	0.119	0.212	0.16	0.174	0	0.277	0.297	0	0.084	0.081	
14	55	109	54	5	153.643	68.912	10.863	0.032	0.061	0.012	0.018	0	0.023	0.035	0	0.002	0.011	
14	56	109	48	0	153.643	59.289	0	0	0	0	0	0	0	0	0	0	0	
14	57	109	33	0	153.643	40.799	0	0	0	0	0	0	0	0	0	0	0	
14	58	109	67	11	153.643	85.193	18.179	0.067	0.125	0.038	0.071	0	0.073	0.133	0	0.024	0.026	
14	59	109	69	7	153.643	91.088	23.467	0.041	0.079	0.026	0.052	0	0.051	0.099	0	0.01	0.015	
14	60	109	57	6	153.643	93.268	37.757	0.038	0.072	0.022	0.029	0	0.043	0.057	0	0.002	0.014	
14	61	109	74	11	153.643	92.37	25.222	0.064	0.12	0.041	0.05	0	0.078	0.096	0	0.032	0.029	
14	62	109	71	15	153.643	101.386	40.779	0.091	0.167	0.055	0.094	0	0.105	0.173	0	0.007	0.047	
14	63	109	82	7	153.643	102.323	15.629	0.038	0.073	0.009	0.014	0	0.018	0.028	0	0.001	0.009	
14	64	109	43	7	153.643	57.305	9.624	0.048	0.092	0.039	0.058	0	0.076	0.11	0	0.01	0.029	
14	65	109	96	20	153.643	115.523	35.944	0.108	0.195	0.093	0.132	0	0.169	0.234	0	0.033	0.053	
14	66	109	48	4	153.643	81.477	11	0.026	0.051	0.011	0.015	0	0.023	0.03	0	0.004	0.011	
14	67	109	43	6	153.643	65.205	7.476	0.041	0.079	0.033	0.041	0	0.063	0.079	0	0.012	0.023	
14	68	109	8	0	153.643	8.348	0	0	0	0	0	0	0	0	0	0	0	
15	16	110	90	38	141.015	131.242	56.268	0.235	0.38	0.429	0.474	0	0.6	0.643	0	0.388	0.265	
15	17	110	135	28	141.015	181.409	42.974	0.129	0.229	0.154	0.243	0	0.266	0.391	0	0.089	0.117	
15	18	110	89	24	141.015	158.259	35.146	0.137	0.241	0.209	0.319	0	0.345	0.483	0	0.137	0.153	
15	19	110	35	8	141.015	47.365	19.067	0.058	0.11	0.014	0.02	0	0.028	0.04	0	0.001	0.02	
15	20	110	32	1	141.015	46.447	1	0.007	0.014	0.002	0.002	0	0.005	0.005	0	0.001	0.004	
15	21	110	63	12	141.015	101.699	21.538	0.075	0.139	0.056	0.064	0	0.106	0.121	0	0.012	0.035	
15	22	110	20	6	141.015	52.777	149.117	0.048	0.092	0.014	0.016	0	0.027	0.031	0	0.01	0.018	
15	23	110	31	1	141.015	37.888	1	0.007	0.014	0.004	0.004	0	0.007	0.007	0	0	0.006	
15	24	110	40	11	141.015	94.303	53.8	0.079	0.147	0.036	0.044	0	0.07	0.084	0	0.008	0.027	
15	25	110	38	9	141.015	59.387	25.773	0.065	0.122	0.036	0.073	0	0.07	0.136	0	0.016	0.042	
15	26	110	52	17	141.015	86.118	32.165	0.117	0.21	0.074	0.118	0	0.138	0.211	0	0.022	0.058	
15	27	110	30	8	141.015	41.933	21.006	0.061	0.114	0.03	0.064	0	0.059	0.12	0	0.024	0.033	
15	28	110	15	0	141.015	18.084	0	0	0	0	0	0	0	0	0	0	0	
15	29	110	134	30	141.015	224.279	49.77	0.14	0.246	0.189	0.257	0	0.318	0.409	0	0.08	0.115	
15	30	110	41	8	141.015	71.504	14.134	0.056	0.106	0.033	0.037	0	0.064	0.072	0	0.007	0.029	
15	31	110	72	23	141.015	106.388	38.393	0.145	0.253	0.18	0.302	0	0.305	0.464	0	0.081	0.094	
15	32	110	66	16	141.015	126.645	24.803	0.1	0.182	0.04	0.051	0	0.078	0.096	0	0.003	0.041	
15	33	110	5	0	141.015	7.222	0	0	0	0	0	0	0	0	0	0	0	
15	34	110	67	12	141.015	90.773	20.813	0.073	0.136	0.047	0.061	0	0.091	0.114	0	0.006	0.043	
15	35	110	62	10	141.015	89.968	38.048	0.062	0.116	0.043	0.065	0	0.082	0.123	0	0.007	0.027	
15	36	110	74	15	141.015	132.624	124.703	0.089	0.163	0.07	0.101	0	0.131	0.184	0	0.014	0.033	
15	37	110	104	28	141.015	142.454	38.93	0.151	0.262	0.19	0.262	0	0.32	0.415	0	0.094	0.124	
15	38	110	99	16	141.015	127.355	27.728	0.083	0.153	0.141	0.273	0	0.248	0.429	0	0.034	0.055	
15	39	110	94	32	141.015	145.55	56.319	0.186	0.314	0.186	0.429	0	0.313	0.601	0	0.067	0.129	
15	40	110	73	22	141.015	137.949	65.264	0.137	0.24	0.184	0.629	0	0.31	0.772	0	0.104	0.08	
15	41	110	57	3	141.015	86.164	7.315	0.018	0.036	0.008	0.01	0	0.015	0.019	0	0.001	0.009	
15	42	110	22	5	141.015	38.656	6	0.039	0.076	0.083	0.084	0	0.153	0.155	0	0.039	0.043	
15	43	110	32	9	141.015	37.95	29.794	0.068	0.127	0.036	0.058	0	0.07	0.11	0	0.009	0.03	
15	44	110	37	9	141.015	42.797	19.127	0.065	0.122	0.025	0.04	0	0.049	0.077	0	0.005	0.024	
15	45	110	24	2	141.015	27.841	5	0.015	0.03	0.004	0.004	0	0.007	0.008	0	0.001	0.006	
15	46	110	14	1	141.015	17.132	1	0.008	0.016	0.004	0.006	0	0.009	0.012	0	0.001	0.003	
15	47	110	21	2	141.015	23.222	2	0.016	0.031	0.017	0.025	0	0.034	0.049	0	0.003	0.005	
15	48	110	66	17	141.015	93.224	35.65	0.107	0.193	0.083	0.112	0	0.153	0.202	0	0.023	0.057	
15	49	110	30	2	141.015	38.428	2	0.014	0.029	0.008	0.008	0	0.016	0.016	0	0.012	0.014	
15	50	110	51	5	141.015	98.052	5	0.032	0.062	0.031	0.031	0	0.06	0.06	0	0.019	0.037	
15	51	110	38	2	141.015	43.468	2.25	0.014	0.027	0.004	0.005	0	0.008	0.009	0	0.008	0.004	
15	52	110	32	0	141.015	39.695	0	0	0	0	0	0	0	0	0	0	0	
15	53	110	68	17	141.015	91.56	31.2	0.106	0.191	0.141	0.242	0	0.247	0.39	0	0.035	0.043	
15	54	110	89	18	141.015	111.201	39.169	0.099	0.181	0.106	0.122	0	0.192	0.217	0	0.032	0.064	
15	55	110	54	10	141.015	68.912	12.935	0.065	0.122	0.03	0.04	0	0.058	0.078	0	0.005	0.033	
15	56	110	48	0	141.015	59.289	0	0	0	0	0	0	0	0	0	0	0	
15	57	110	33	0	141.015	40.799	0	0	0	0	0	0	0	0	0	0	0	
15	58	110	67	13	141.015	85.193	28.424	0.079	0.147	0.084	0.154	0	0.154	0.267	0	0.029	0.049	
15	59	110	69	14	141.015	91.088	19.791	0.085	0.156	0.077	0.118	0	0.142	0.211	0	0.034	0.072	
15	60	110	57	10	141.015	93.268	45.934	0.064	0.12	0.03	0.053	0	0.058	0.101	0	0.003	0.026	
15	61	110	74	15	141.015	92.37	19.472	0.089	0.163	0.066	0.071	0	0.123	0.133	0	0.029	0.07	
15	62	110	71	13	141.015	101.386	19.616	0.077	0.144	0.075	0.09	0	0.139	0.165	0	0.022	0.082	
15	63	110	82	10	141.015	102.323	17.506	0.055	0.104	0.012	0.017	0	0.023	0.034	0	0.001	0.013	
15	64	110	43	13	141.015	57.305	21.372	0.093	0.17	0.099	0.329	0	0.18	0.496	0	0.019	0.051	
15	65	110	96	20	141.015	115.523	31.318	0.108	0.194	0.117	0.14	0	0.209	0.245	0	0.031	0.069	
15	66	110	48	11	141.015	81.477	25.521	0.075	0.139	0.032	0.052	0	0.062	0.098	0	0.004	0.035	
15	67	110	43	11	141.015	65.205	14.927	0.077	0.144	0.06	0.108	0	0.113	0.196	0	0.011	0.047	
15	68	110	8	0	141.015	8.348	0	0	0	0	0	0	0	0	0	0	0	
16	17	90	135	22	131.242	181.409	49.955	0.108	0.196	0.149	0.268	0	0.26	0.423	0	0.054	0.096	
16	18	90	89	24	131.242	158.259	33.975	0.155	0.268	0.178	0.201	0	0.303	0.334	0	0.064	0.117	
16	19	90	35	8	131.242	47.365	32.667	0.068	0.128	0.014	0.024	0	0.028	0.047	0	0.001	0.019	
16	20	90	32	1	131.242	46.447	1	0.008	0.016	0.002	0.002	0	0.003	0.003	0	0	0.003	
16	21	90	63	9	131.242	101.699	14.69	0.063	0.118	0.03	0.05	0	0.059	0.096	0	0.004	0.022	
16	22	90	20	6	131.242	52.777	8.899	0.058	0.109	0.051	0.086	0	0.097	0.159	0	0.02	0.026	
16	23	90	31	1	131.242	37.888	1	0.008	0.017	0.001	0.002	0	0.003	0.003	0	0	0.002	
16	24	90	40	10	131.242	94.303	17.146	0.083	0.154	0.034	0.054	0	0.066	0.102	0	0.005	0.036	
16	25	90	38	11	131.242	59.387	32.448	0.094	0.172	0.106	0.233	0	0.192	0.378	0	0.075	0.059	
16	26	90	52	15	131.242	86.118	31.073	0.118	0.211	0.082	0.109	0	0.152	0.196	0	0.076	0.103	
16	27	90	30	6	131.242	41.933	17.714	0.053	0.1	0.074	0.152	0	0.138	0.264	0	0.03	0.022	
16	28	90	15	0	131.242	18.084	0	0	0	0	0	0	0	0	0	0	0	
16	29	90	134	31	131.242	224.279	92.187	0.161	0.277	0.236	0.34	0	0.381	0.508	0	0.344	0.238	
16	30	90	41	9	131.242	71.504	17.73	0.074	0.137	0.053	0.071	0	0.101	0.132	0	0.011	0.037	
16	31	90	72	27	131.242	106.388	66.627	0.2	0.333	0.215	0.273	0	0.354	0.429	0	0.136	0.175	
16	32	90	66	17	131.242	126.645	27.991	0.122	0.218	0.053	0.06	0	0.101	0.114	0	0.004	0.046	
16	33	90	5	0	131.242	7.222	0	0	0	0	0	0	0	0	0	0	0	
16	34	90	67	14	131.242	90.773	23.57	0.098	0.178	0.059	0.125	0	0.112	0.222	0	0.015	0.039	
16	35	90	62	10	131.242	89.968	18.746	0.07	0.132	0.025	0.031	0	0.048	0.06	0	0.002	0.028	
16	36	90	74	13	131.242	132.624	35.5	0.086	0.159	0.059	0.089	0	0.111	0.163	0	0.013	0.038	
16	37	90	104	30	131.242	142.454	52.15	0.183	0.309	0.354	0.385	0	0.523	0.556	0	0.303	0.227	
16	38	90	99	13	131.242	127.355	22.531	0.074	0.138	0.062	0.103	0	0.117	0.187	0	0.023	0.045	
16	39	90	94	30	131.242	145.55	59.684	0.195	0.326	0.194	0.33	0	0.324	0.496	0	0.113	0.176	
16	40	90	73	21	131.242	137.949	71.122	0.148	0.258	0.174	0.393	0	0.297	0.564	0	0.077	0.118	
16	41	90	57	6	131.242	86.164	10.381	0.043	0.082	0.017	0.021	0	0.033	0.04	0	0.004	0.017	
16	42	90	22	11	131.242	38.656	19.834	0.109	0.196	0.265	0.285	0	0.419	0.444	0	0.535	0.235	
16	43	90	32	11	131.242	37.95	21.655	0.099	0.18	0.067	0.077	0	0.126	0.143	0	0.02	0.052	
16	44	90	37	9	131.242	42.797	10.966	0.076	0.142	0.037	0.041	0	0.072	0.078	0	0.007	0.033	
16	45	90	24	5	131.242	27.841	6.503	0.046	0.088	0.014	0.016	0	0.028	0.031	0	0.003	0.024	
16	46	90	14	0	131.242	17.132	0	0	0	0	0	0	0	0	0	0	0	
16	47	90	21	4	131.242	23.222	5.429	0.037	0.072	0.025	0.032	0	0.049	0.063	0	0.006	0.022	
16	48	90	66	12	131.242	93.224	28.672	0.083	0.154	0.079	0.117	0	0.146	0.209	0	0.022	0.053	
16	49	90	30	2	131.242	38.428	0	0.017	0.033	0.003	0.003	0	0.007	0.007	0	0.006	0.006	
16	50	90	51	6	131.242	98.052	25.066	0.044	0.085	0.018	0.035	0	0.035	0.067	0	0.007	0.018	
16	51	90	38	0	131.242	43.468	0	0	0	0	0	0	0	0	0	0	0	
16	52	90	32	0	131.242	39.695	0	0	0	0	0	0	0	0	0	0	0	
16	53	90	68	16	131.242	91.56	68.033	0.113	0.203	0.218	0.282	0	0.358	0.44	0	0.566	0.151	
16	54	90	89	20	131.242	111.201	33.489	0.126	0.223	0.06	0.069	0	0.114	0.13	0	0.015	0.046	
16	55	90	54	9	131.242	68.912	15.75	0.067	0.125	0.065	0.076	0	0.122	0.141	0	0.027	0.059	
16	56	90	48	0	131.242	59.289	0	0	0	0	0	0	0	0	0	0	0	
16	57	90	33	0	131.242	40.799	0	0	0	0	0	0	0	0	0	0	0	
16	58	90	67	10	131.242	85.193	60.721	0.068	0.127	0.037	0.087	0	0.072	0.16	0	0.006	0.018	
16	59	90	69	11	131.242	91.088	134.18	0.074	0.138	0.037	0.079	0	0.071	0.146	0	0.005	0.021	
16	60	90	57	11	131.242	93.268	70.291	0.081	0.15	0.032	0.102	0	0.062	0.185	0	0.001	0.023	
16	61	90	74	15	131.242	92.37	56.16	0.101	0.183	0.046	0.052	0	0.087	0.099	0	0.016	0.035	
16	62	90	71	18	131.242	101.386	81.284	0.126	0.224	0.153	0.243	0	0.266	0.391	0	0.015	0.05	
16	63	90	82	15	131.242	102.323	72.834	0.096	0.174	0.065	0.094	0	0.122	0.172	0	0.032	0.041	
16	64	90	43	10	131.242	57.305	22	0.081	0.15	0.18	0.263	0	0.306	0.416	0	0.094	0.065	
16	65	90	96	21	131.242	115.523	46.348	0.127	0.226	0.127	0.183	0	0.225	0.31	0	0.017	0.047	
16	66	90	48	13	131.242	81.477	124.229	0.104	0.188	0.122	0.226	0	0.218	0.368	0	0.042	0.055	
16	67	90	43	15	131.242	65.205	68.717	0.127	0.226	0.205	0.293	0	0.34	0.453	0	0.174	0.162	
16	68	90	8	0	131.242	8.348	0	0	0	0	0	0	0	0	0	0	0	
17	18	135	89	22	181.409	158.259	45.087	0.109	0.196	0.139	0.229	0	0.244	0.373	0	0.082	0.058	
17	19	135	35	8	181.409	47.365	42.243	0.049	0.094	0.024	0.063	0	0.047	0.119	0	0.004	0.011	
17	20	135	32	0	181.409	46.447	0	0	0	0	0	0	0	0	0	0	0	
17	21	135	63	10	181.409	101.699	19.356	0.053	0.101	0.024	0.039	0	0.047	0.076	0	0.003	0.019	
17	22	135	20	8	181.409	52.777	10	0.054	0.103	0.044	0.084	0	0.084	0.156	0	0.027	0.016	
17	23	135	31	3	181.409	37.888	4.5	0.018	0.036	0.002	0.002	0	0.004	0.005	0	0.002	0.003	
17	24	135	40	6	181.409	94.303	13.147	0.036	0.069	0.017	0.03	0	0.033	0.057	0	0.002	0.012	
17	25	135	38	11	181.409	59.387	15.25	0.068	0.127	0.138	0.169	0	0.242	0.289	0	0.13	0.05	
17	26	135	52	10	181.409	86.118	61.336	0.056	0.107	0.02	0.074	0	0.039	0.138	0	0.006	0.016	
17	27	135	30	8	181.409	41.933	11.141	0.051	0.097	0.056	0.09	0	0.105	0.166	0	0.028	0.019	
17	28	135	15	0	181.409	18.084	0	0	0	0	0	0	0	0	0	0	0	
17	29	135	134	28	181.409	224.279	58.936	0.116	0.208	0.069	0.156	0	0.129	0.27	0	0.017	0.074	
17	30	135	41	5	181.409	71.504	17	0.029	0.057	0.008	0.018	0	0.016	0.035	0	0.001	0.006	
17	31	135	72	27	181.409	106.388	57.91	0.15	0.261	0.184	0.333	0	0.311	0.5	0	0.07	0.097	
17	32	135	66	11	181.409	126.645	41.5	0.058	0.109	0.028	0.061	0	0.054	0.115	0	0.002	0.02	
17	33	135	5	0	181.409	7.222	0	0	0	0	0	0	0	0	0	0	0	
17	34	135	67	13	181.409	90.773	22.403	0.069	0.129	0.043	0.066	0	0.082	0.125	0	0.003	0.026	
17	35	135	62	15	181.409	89.968	17.388	0.082	0.152	0.067	0.069	0	0.126	0.13	0	0.022	0.074	
17	36	135	74	8	181.409	132.624	17	0.04	0.077	0.019	0.025	0	0.038	0.048	0	0.002	0.01	
17	37	135	104	26	181.409	142.454	29.883	0.122	0.218	0.151	0.168	0	0.263	0.287	0	0.131	0.147	
17	38	135	99	14	181.409	127.355	16.54	0.064	0.12	0.045	0.047	0	0.087	0.09	0	0.025	0.065	
17	39	135	94	28	181.409	145.55	45.125	0.139	0.245	0.11	0.149	0	0.198	0.259	0	0.046	0.101	
17	40	135	73	19	181.409	137.949	50.804	0.101	0.183	0.123	0.221	0	0.22	0.362	0	0.073	0.044	
17	41	135	57	6	181.409	86.164	9.684	0.032	0.063	0.017	0.03	0	0.033	0.057	0	0.004	0.013	
17	42	135	22	4	181.409	38.656	4	0.026	0.051	0.03	0.03	0	0.059	0.059	0	0.016	0.033	
17	43	135	32	3	181.409	37.95	7.917	0.018	0.036	0.005	0.005	0	0.01	0.011	0	0.001	0.005	
17	44	135	37	3	181.409	42.797	3.631	0.018	0.035	0.005	0.006	0	0.01	0.011	0	0.001	0.004	
17	45	135	24	1	181.409	27.841	1	0.006	0.013	0.001	0.001	0	0.001	0.001	0	0	0.001	
17	46	135	14	1	181.409	17.132	1.25	0.007	0.013	0.001	0.001	0	0.001	0.002	0	0	0.001	
17	47	135	21	2	181.409	23.222	3.5	0.013	0.026	0.001	0.002	0	0.003	0.003	0	0	0.003	
17	48	135	66	6	181.409	93.224	25.505	0.031	0.06	0.006	0.008	0	0.013	0.017	0	0.001	0.009	
17	49	135	30	5	181.409	38.428	5.877	0.031	0.061	0.039	0.039	0	0.074	0.076	0	0.029	0.03	
17	50	135	51	9	181.409	98.052	9	0.051	0.097	0.059	0.069	0	0.111	0.13	0	0.023	0.041	
17	51	135	38	1	181.409	43.468	1	0.006	0.012	0.001	0.001	0	0.002	0.002	0	0	0.001	
17	52	135	32	1	181.409	39.695	1.25	0.006	0.012	0	0.001	0	0.001	0.001	0	0	0.001	
17	53	135	68	9	181.409	91.56	11.452	0.046	0.089	0.021	0.045	0	0.041	0.086	0	0.001	0.018	
17	54	135	89	20	181.409	111.201	23.642	0.098	0.179	0.139	0.163	0	0.244	0.28	0	0.075	0.119	
17	55	135	54	6	181.409	68.912	16.5	0.033	0.063	0.013	0.019	0	0.025	0.037	0	0.002	0.009	
17	56	135	48	1	181.409	59.289	1.25	0.005	0.011	0	0	0	0	0.001	0	0	0	
17	57	135	33	0	181.409	40.799	0	0	0	0	0	0	0	0	0	0	0	
17	58	135	67	20	181.409	85.193	51.819	0.11	0.198	0.235	0.27	0	0.381	0.425	0	0.371	0.169	
17	59	135	69	16	181.409	91.088	22.931	0.085	0.157	0.103	0.131	0	0.186	0.232	0	0.075	0.073	
17	60	135	57	12	181.409	93.268	41.457	0.067	0.125	0.043	0.091	0	0.082	0.166	0	0.007	0.027	
17	61	135	74	19	181.409	92.37	39.804	0.1	0.182	0.191	0.239	0	0.32	0.386	0	0.13	0.116	
17	62	135	71	19	181.409	101.386	236.762	0.102	0.184	0.09	0.139	0	0.166	0.244	0	0.01	0.048	
17	63	135	82	15	181.409	102.323	29.813	0.074	0.138	0.045	0.079	0	0.086	0.147	0	0.006	0.023	
17	64	135	43	7	181.409	57.305	22.134	0.041	0.079	0.016	0.039	0	0.032	0.076	0	0.004	0.015	
17	65	135	96	20	181.409	115.523	26.792	0.095	0.173	0.137	0.144	0	0.241	0.252	0	0.036	0.063	
17	66	135	48	3	181.409	81.477	4.5	0.017	0.033	0.005	0.01	0	0.01	0.02	0	0.001	0.003	
17	67	135	43	4	181.409	65.205	4	0.023	0.045	0.019	0.02	0	0.037	0.04	0	0.002	0.01	
17	68	135	8	0	181.409	8.348	0	0	0	0	0	0	0	0	0	0	0	
18	19	89	35	9	158.259	47.365	10.16	0.078	0.145	0.086	0.094	0	0.158	0.172	0	0.033	0.069	
18	20	89	32	0	158.259	46.447	0	0	0	0	0	0	0	0	0	0	0	
18	21	89	63	11	158.259	101.699	22.55	0.078	0.145	0.099	0.14	0	0.18	0.245	0	0.042	0.055	
18	22	89	20	5	158.259	52.777	7	0.048	0.092	0.046	0.067	0	0.089	0.126	0	0.022	0.028	
18	23	89	31	0	158.259	37.888	0	0	0	0	0	0	0	0	0	0	0	
18	24	89	40	12	158.259	94.303	29.032	0.103	0.186	0.142	0.16	0	0.249	0.276	0	0.215	0.164	
18	25	89	38	8	158.259	59.387	18.256	0.067	0.126	0.057	0.082	0	0.108	0.152	0	0.033	0.061	
18	26	89	52	20	158.259	86.118	33.609	0.165	0.284	0.276	0.387	0	0.432	0.558	0	0.206	0.159	
18	27	89	30	3	158.259	41.933	6.75	0.026	0.05	0.017	0.03	0	0.033	0.058	0	0.007	0.011	
18	28	89	15	0	158.259	18.084	0	0	0	0	0	0	0	0	0	0	0	
18	29	89	134	28	158.259	224.279	60.28	0.144	0.251	0.203	0.327	0	0.338	0.493	0	0.087	0.089	
18	30	89	41	15	158.259	71.504	33.717	0.13	0.231	0.222	0.276	0	0.364	0.433	0	0.318	0.212	
18	31	89	72	18	158.259	106.388	29.587	0.126	0.224	0.187	0.211	0	0.316	0.348	0	0.168	0.137	
18	32	89	66	24	158.259	126.645	72.423	0.183	0.31	0.27	0.332	0	0.425	0.499	0	0.38	0.182	
18	33	89	5	0	158.259	7.222	0	0	0	0	0	0	0	0	0	0	0	
18	34	89	67	14	158.259	90.773	24.003	0.099	0.179	0.252	0.31	0	0.402	0.474	0	0.401	0.139	
18	35	89	62	6	158.259	89.968	10.711	0.041	0.079	0.017	0.019	0	0.034	0.038	0	0.003	0.028	
18	36	89	74	13	158.259	132.624	46.991	0.087	0.16	0.1	0.155	0	0.182	0.269	0	0.043	0.086	
