EstimateS (Version 9.1.0), Copyright R. K. Colwell:  http://viceroy.eeb.uconn.edu/estimates
Shared Species and Similarity Statistics Output from Input File:  SI_78-79_all  (June 7, 2022)

First Sample	Second Sample	Sobs First Sample	Sobs Second Sample	Shared Species Observed	ACE First Sample	ACE Second Sample	Chao Shared Esimated	Jaccard Classic	Sorensen Classic	Chao-Jaccard-Raw Abundance-based	Chao-Jaccard-Est Abundance-based	Chao-Jaccard-EstSD Abundance-based	Chao-Sorensen-Raw Abundance-based	Chao-Sorensen-Est Abundance-based	Chao-Sorensen-EstSD Abundance-based	Morisita-Horn	Bray-Curtis	
5	11	92	100	11	129.048	145.738	45.442	0.061	0.115	0.01	0.015	0	0.019	0.03	0	0.001	0.011	
5	12	92	23	1	129.048	36.772	1.25	0.009	0.017	0.002	0.002	0	0.003	0.005	0	0	0.003	
5	13	92	12	1	129.048	22.526	0	0.01	0.019	0.004	0.004	0	0.008	0.008	0	0.012	0.008	
5	14	92	109	19	129.048	153.643	25.839	0.104	0.189	0.082	0.096	0	0.151	0.176	0	0.038	0.085	
5	15	92	110	24	129.048	141.015	34.953	0.135	0.238	0.113	0.124	0	0.203	0.22	0	0.114	0.094	
5	16	92	90	25	129.048	131.242	74.331	0.159	0.275	0.157	0.211	0	0.272	0.348	0	0.1	0.15	
5	17	92	135	18	129.048	181.409	35.606	0.086	0.159	0.049	0.073	0	0.094	0.135	0	0.012	0.044	
5	18	92	89	31	129.048	158.259	56.939	0.207	0.343	0.223	0.267	0	0.365	0.422	0	0.105	0.179	
5	19	92	35	12	129.048	47.365	14.174	0.104	0.189	0.135	0.136	0	0.238	0.24	0	0.116	0.135	
5	20	92	32	2	129.048	46.447	2	0.016	0.032	0.005	0.006	0	0.01	0.013	0	0.001	0.006	
5	21	92	63	23	129.048	101.699	34.588	0.174	0.297	0.299	0.358	0	0.46	0.527	0	0.466	0.252	
5	22	92	20	8	129.048	52.777	31.283	0.077	0.143	0.039	0.06	0	0.075	0.113	0	0.02	0.038	
5	23	92	31	0	129.048	37.888	0	0	0	0	0	0	0	0	0	0	0	
5	24	92	40	17	129.048	94.303	94.411	0.148	0.258	0.101	0.139	0	0.183	0.244	0	0.051	0.096	
5	25	92	38	9	129.048	59.387	32.798	0.074	0.138	0.029	0.049	0	0.056	0.094	0	0.006	0.036	
5	26	92	52	24	129.048	86.118	51.975	0.2	0.333	0.225	0.263	0	0.368	0.416	0	0.22	0.184	
5	27	92	30	7	129.048	41.933	13.358	0.061	0.115	0.034	0.038	0	0.065	0.073	0	0.036	0.044	
5	28	92	15	0	129.048	18.084	0	0	0	0	0	0	0	0	0	0	0	
5	29	92	134	47	129.048	224.279	80.517	0.263	0.416	0.344	0.376	0	0.512	0.547	0	0.162	0.197	
5	30	92	41	15	129.048	71.504	20.142	0.127	0.226	0.234	0.242	0	0.379	0.39	0	0.141	0.14	
5	31	92	72	21	129.048	106.388	29.376	0.147	0.256	0.144	0.175	0	0.252	0.297	0	0.112	0.175	
5	32	92	66	22	129.048	126.645	35.538	0.162	0.278	0.095	0.101	0	0.174	0.184	0	0.02	0.095	
5	33	92	5	2	129.048	7.222	2	0.021	0.041	0.08	0.102	0	0.147	0.185	0	0.02	0.012	
5	34	92	67	21	129.048	90.773	28.392	0.152	0.264	0.226	0.235	0	0.369	0.381	0	0.113	0.224	
5	35	92	62	8	129.048	89.968	14.633	0.055	0.104	0.025	0.039	0	0.049	0.075	0	0.003	0.021	
5	36	92	74	18	129.048	132.624	36.57	0.122	0.217	0.144	0.17	0	0.252	0.291	0	0.045	0.101	
5	37	92	104	23	129.048	142.454	65.417	0.133	0.235	0.095	0.12	0	0.174	0.214	0	0.039	0.087	
5	38	92	99	13	129.048	127.355	18.973	0.073	0.136	0.047	0.07	0	0.089	0.13	0	0.012	0.032	
5	39	92	94	35	129.048	145.55	55.21	0.232	0.376	0.212	0.239	0	0.35	0.386	0	0.121	0.203	
5	40	92	73	34	129.048	137.949	62.102	0.26	0.412	0.372	0.453	0	0.542	0.623	0	0.289	0.296	
5	41	92	57	3	129.048	86.164	3.143	0.021	0.04	0.011	0.011	0	0.021	0.022	0	0.003	0.019	
5	42	92	22	7	129.048	38.656	9.545	0.065	0.123	0.053	0.064	0	0.1	0.119	0	0.007	0.035	
5	43	92	32	14	129.048	37.95	39.147	0.127	0.226	0.198	0.234	0	0.33	0.38	0	0.146	0.148	
5	44	92	37	15	129.048	42.797	19	0.132	0.233	0.219	0.228	0	0.359	0.371	0	0.365	0.226	
5	45	92	24	8	129.048	27.841	28.116	0.074	0.138	0.208	0.214	0	0.345	0.353	0	0.432	0.259	
5	46	92	14	1	129.048	17.132	1	0.01	0.019	0.004	0.004	0	0.008	0.008	0	0.005	0.008	
5	47	92	21	7	129.048	23.222	8	0.066	0.124	0.177	0.181	0	0.301	0.306	0	0.173	0.131	
5	48	92	66	20	129.048	93.224	37.933	0.145	0.253	0.209	0.293	0	0.346	0.453	0	0.139	0.154	
5	49	92	30	2	129.048	38.428	2	0.017	0.033	0.017	0.018	0	0.034	0.034	0	0.025	0.029	
5	50	92	51	9	129.048	98.052	19.895	0.067	0.126	0.058	0.083	0	0.11	0.154	0	0.04	0.071	
5	51	92	38	0	129.048	43.468	0	0	0	0	0	0	0	0	0	0	0	
5	52	92	32	0	129.048	39.695	0	0	0	0	0	0	0	0	0	0	0	
5	53	92	68	20	129.048	91.56	30.626	0.143	0.25	0.192	0.21	0	0.322	0.347	0	0.101	0.077	
5	54	92	89	11	129.048	111.201	19.633	0.065	0.122	0.055	0.061	0	0.105	0.115	0	0.07	0.036	
5	55	92	54	13	129.048	68.912	24.16	0.098	0.178	0.13	0.154	0	0.231	0.267	0	0.064	0.11	
5	56	92	48	1	129.048	59.289	1	0.007	0.014	0	0	0	0.001	0.001	0	0	0.001	
5	57	92	33	0	129.048	40.799	0	0	0	0	0	0	0	0	0	0	0	
5	58	92	67	4	129.048	85.193	11.231	0.026	0.05	0.017	0.02	0	0.034	0.039	0	0.019	0.013	
5	59	92	69	10	129.048	91.088	21.713	0.066	0.124	0.033	0.036	0	0.064	0.07	0	0.008	0.029	
5	60	92	57	6	129.048	93.268	10.827	0.042	0.081	0.016	0.02	0	0.031	0.04	0	0.001	0.015	
5	61	92	74	9	129.048	92.37	11.064	0.057	0.108	0.042	0.045	0	0.081	0.087	0	0.02	0.05	
5	62	92	71	12	129.048	101.386	15.302	0.079	0.147	0.058	0.074	0	0.11	0.139	0	0.008	0.053	
5	63	92	82	11	129.048	102.323	16.218	0.067	0.126	0.051	0.055	0	0.097	0.104	0	0.028	0.036	
5	64	92	43	14	129.048	57.305	19.944	0.116	0.207	0.228	0.246	0	0.372	0.394	0	0.465	0.282	
5	65	92	96	13	129.048	115.523	16.267	0.074	0.138	0.06	0.069	0	0.114	0.129	0	0.035	0.034	
5	66	92	48	21	129.048	81.477	34.131	0.176	0.3	0.196	0.208	0	0.328	0.344	0	0.123	0.22	
5	67	92	43	21	129.048	65.205	35.233	0.184	0.311	0.21	0.229	0	0.347	0.373	0	0.101	0.199	
5	68	92	8	0	129.048	8.348	0	0	0	0	0	0	0	0	0	0	0	
6	7	67	7	0	78.046	11.667	0	0	0	0	0	0	0	0	0	0	0	
6	8	67	45	14	78.046	59.703	21.52	0.143	0.25	0.197	0.212	0	0.329	0.349	0	0.143	0.131	
6	9	67	78	2	78.046	117.754	3.5	0.014	0.028	0.003	0.005	0	0.006	0.009	0	0	0.003	
6	10	67	103	6	78.046	128.672	7.133	0.037	0.071	0.016	0.017	0	0.032	0.033	0	0.006	0.022	
6	11	67	100	11	78.046	145.738	18.102	0.071	0.132	0.052	0.054	0	0.098	0.102	0	0.046	0.045	
6	12	67	23	2	78.046	36.772	2	0.023	0.044	0.01	0.011	0	0.02	0.021	0	0.003	0.006	
6	13	67	12	7	78.046	22.526	8	0.097	0.177	0.118	0.155	0	0.21	0.268	0	0.042	0.025	
6	14	67	109	3	78.046	153.643	7.5	0.017	0.034	0.005	0.007	0	0.01	0.013	0	0.001	0.006	
6	15	67	110	5	78.046	141.015	8.551	0.029	0.056	0.009	0.012	0	0.018	0.024	0	0.002	0.012	
6	16	67	90	6	78.046	131.242	27.424	0.04	0.076	0.012	0.017	0	0.023	0.033	0	0.002	0.011	
6	17	67	135	9	78.046	181.409	12.501	0.047	0.089	0.027	0.042	0	0.053	0.081	0	0.008	0.027	
6	18	67	89	1	78.046	158.259	1	0.006	0.013	0.001	0.001	0	0.002	0.002	0	0	0.001	
6	19	67	35	1	78.046	47.365	1	0.01	0.02	0.001	0.001	0	0.002	0.002	0	0	0.002	
6	20	67	32	7	78.046	46.447	7	0.076	0.141	0.119	0.129	0	0.213	0.228	0	0.079	0.051	
6	21	67	63	2	78.046	101.699	2.744	0.016	0.031	0.003	0.004	0	0.006	0.007	0	0	0.004	
6	22	67	20	2	78.046	52.777	2.333	0.024	0.046	0.004	0.005	0	0.008	0.009	0	0.003	0.006	
6	23	67	31	5	78.046	37.888	7.117	0.054	0.102	0.05	0.05	0	0.095	0.096	0	0.014	0.018	
6	24	67	40	1	78.046	94.303	1.25	0.009	0.019	0.001	0.001	0	0.002	0.002	0	0	0.002	
6	25	67	38	4	78.046	59.387	6.907	0.04	0.076	0.026	0.029	0	0.05	0.056	0	0.015	0.013	
6	26	67	52	3	78.046	86.118	3.631	0.026	0.05	0.014	0.018	0	0.027	0.036	0	0.005	0.007	
6	27	67	30	4	78.046	41.933	11	0.043	0.082	0.017	0.04	0	0.033	0.078	0	0.006	0.008	
6	28	67	15	0	78.046	18.084	0	0	0	0	0	0	0	0	0	0	0	
6	29	67	134	5	78.046	224.279	9.158	0.026	0.05	0.005	0.006	0	0.01	0.013	0	0.001	0.007	
6	30	67	41	0	78.046	71.504	0	0	0	0	0	0	0	0	0	0	0	
6	31	67	72	5	78.046	106.388	14	0.037	0.072	0.021	0.025	0	0.042	0.048	0	0.02	0.028	
6	32	67	66	3	78.046	126.645	3.411	0.023	0.045	0.004	0.005	0	0.009	0.009	0	0	0.007	
6	33	67	5	0	78.046	7.222	0	0	0	0	0	0	0	0	0	0	0	
6	34	67	67	3	78.046	90.773	3	0.023	0.045	0.007	0.009	0	0.015	0.019	0	0.001	0.005	
6	35	67	62	8	78.046	89.968	8.221	0.066	0.124	0.059	0.069	0	0.112	0.129	0	0.021	0.047	
6	36	67	74	0	78.046	132.624	0	0	0	0	0	0	0	0	0	0	0	
6	37	67	104	8	78.046	142.454	14.138	0.049	0.094	0.02	0.025	0	0.04	0.05	0	0.012	0.03	
6	38	67	99	22	78.046	127.355	26.01	0.153	0.265	0.189	0.254	0	0.318	0.405	0	0.147	0.143	
6	39	67	94	4	78.046	145.55	7.25	0.025	0.05	0.007	0.012	0	0.013	0.024	0	0.001	0.006	
6	40	67	73	3	78.046	137.949	6.75	0.022	0.043	0.007	0.011	0	0.015	0.022	0	0.002	0.005	
6	41	67	57	23	78.046	86.164	30.683	0.228	0.371	0.289	0.423	0	0.448	0.595	0	0.227	0.163	
6	42	67	22	1	78.046	38.656	0	0.011	0.022	0.004	0.005	0	0.009	0.009	0	0.001	0.002	
6	43	67	32	1	78.046	37.95	0	0.01	0.02	0.011	0.011	0	0.021	0.021	0	0.007	0.005	
6	44	67	37	1	78.046	42.797	1	0.01	0.019	0.001	0.001	0	0.002	0.002	0	0	0.001	
6	45	67	24	1	78.046	27.841	0	0.011	0.022	0.006	0.006	0	0.013	0.013	0	0.003	0.003	
6	46	67	14	4	78.046	17.132	5.274	0.052	0.099	0.076	0.11	0	0.142	0.198	0	0.08	0.025	
6	47	67	21	1	78.046	23.222	0	0.011	0.023	0.027	0.027	0	0.053	0.053	0	0.055	0.033	
6	48	67	66	4	78.046	93.224	4	0.031	0.06	0.017	0.019	0	0.033	0.037	0	0.006	0.012	
6	49	67	30	1	78.046	38.428	1	0.01	0.021	0.003	0.003	0	0.006	0.006	0	0.002	0.006	
6	50	67	51	4	78.046	98.052	11	0.035	0.068	0.02	0.027	0	0.04	0.052	0	0.044	0.035	
6	51	67	38	5	78.046	43.468	5.738	0.05	0.095	0.038	0.039	0	0.074	0.074	0	0.019	0.051	
6	52	67	32	1	78.046	39.695	1.25	0.01	0.02	0.001	0.001	0	0.001	0.002	0	0	0.001	
6	53	67	68	3	78.046	91.56	3.935	0.023	0.044	0.01	0.011	0	0.019	0.021	0	0.002	0.012	
6	54	67	89	6	78.046	111.201	8.333	0.04	0.077	0.033	0.04	0	0.064	0.077	0	0.01	0.028	
6	55	67	54	3	78.046	68.912	3	0.025	0.05	0.01	0.01	0	0.019	0.019	0	0.003	0.008	
6	56	67	48	3	78.046	59.289	3	0.027	0.052	0.006	0.007	0	0.012	0.013	0	0.001	0.008	
6	57	67	33	1	78.046	40.799	0	0.01	0.02	0.001	0.001	0	0.002	0.002	0	0	0.001	
6	58	67	67	10	78.046	85.193	10.857	0.081	0.149	0.084	0.087	0	0.156	0.161	0	0.081	0.068	
6	59	67	69	10	78.046	91.088	17.38	0.079	0.147	0.078	0.092	0	0.145	0.169	0	0.046	0.054	
6	60	67	57	8	78.046	93.268	14.582	0.069	0.129	0.041	0.071	0	0.079	0.132	0	0.003	0.018	
6	61	67	74	13	78.046	92.37	19.915	0.102	0.184	0.061	0.1	0	0.115	0.182	0	0.039	0.049	
6	62	67	71	6	78.046	101.386	12.414	0.045	0.087	0.013	0.022	0	0.026	0.044	0	0.002	0.011	
6	63	67	82	9	78.046	102.323	11.388	0.064	0.121	0.02	0.034	0	0.04	0.065	0	0.002	0.015	
6	64	67	43	4	78.046	57.305	4.738	0.038	0.073	0.03	0.031	0	0.058	0.061	0	0.014	0.016	
6	65	67	96	14	78.046	115.523	19.628	0.094	0.172	0.069	0.119	0	0.129	0.213	0	0.036	0.054	
6	66	67	48	4	78.046	81.477	6.041	0.036	0.07	0.011	0.014	0	0.023	0.028	0	0.002	0.009	
6	67	67	43	2	78.046	65.205	2	0.019	0.036	0.018	0.019	0	0.035	0.037	0	0.009	0.016	
6	68	67	8	1	78.046	8.348	1	0.014	0.027	0.001	0.001	0	0.002	0.002	0	0.001	0.002	
7	8	7	45	0	11.667	59.703	0	0	0	0	0	0	0	0	0	0	0	
7	9	7	78	0	11.667	117.754	0	0	0	0	0	0	0	0	0	0	0	
7	10	7	103	1	11.667	128.672	1	0.009	0.018	0.001	0.001	0	0.002	0.002	0	0.002	0.002	
7	11	7	100	0	11.667	145.738	0	0	0	0	0	0	0	0	0	0	0	
7	12	7	23	1	11.667	36.772	0	0.034	0.067	0.065	0.075	0	0.123	0.14	0	0.119	0.012	
7	13	7	12	0	11.667	22.526	0	0	0	0	0	0	0	0	0	0	0	
7	14	7	109	0	11.667	153.643	0	0	0	0	0	0	0	0	0	0	0	
7	15	7	110	0	11.667	141.015	0	0	0	0	0	0	0	0	0	0	0	
7	16	7	90	0	11.667	131.242	0	0	0	0	0	0	0	0	0	0	0	
7	17	7	135	2	11.667	181.409	2	0.014	0.028	0.012	0.012	0	0.023	0.023	0	0.024	0.006	
7	18	7	89	0	11.667	158.259	0	0	0	0	0	0	0	0	0	0	0	
7	19	7	35	0	11.667	47.365	0	0	0	0	0	0	0	0	0	0	0	
7	20	7	32	1	11.667	46.447	1	0.026	0.051	0.014	0.019	0	0.027	0.036	0	0.011	0.01	
7	21	7	63	0	11.667	101.699	0	0	0	0	0	0	0	0	0	0	0	
7	22	7	20	0	11.667	52.777	0	0	0	0	0	0	0	0	0	0	0	
7	23	7	31	0	11.667	37.888	0	0	0	0	0	0	0	0	0	0	0	
7	24	7	40	0	11.667	94.303	0	0	0	0	0	0	0	0	0	0	0	
7	25	7	38	0	11.667	59.387	0	0	0	0	0	0	0	0	0	0	0	
7	26	7	52	0	11.667	86.118	0	0	0	0	0	0	0	0	0	0	0	
7	27	7	30	0	11.667	41.933	0	0	0	0	0	0	0	0	0	0	0	
7	28	7	15	0	11.667	18.084	0	0	0	0	0	0	0	0	0	0	0	
7	29	7	134	1	11.667	224.279	1	0.007	0.014	0.001	0.001	0	0.002	0.002	0	0.002	0.002	
7	30	7	41	0	11.667	71.504	0	0	0	0	0	0	0	0	0	0	0	
7	31	7	72	1	11.667	106.388	1	0.013	0.025	0.005	0.005	0	0.01	0.01	0	0.011	0.01	
7	32	7	66	0	11.667	126.645	0	0	0	0	0	0	0	0	0	0	0	
7	33	7	5	0	11.667	7.222	0	0	0	0	0	0	0	0	0	0	0	
7	34	7	67	0	11.667	90.773	0	0	0	0	0	0	0	0	0	0	0	
7	35	7	62	0	11.667	89.968	0	0	0	0	0	0	0	0	0	0	0	
7	36	7	74	0	11.667	132.624	0	0	0	0	0	0	0	0	0	0	0	
7	37	7	104	0	11.667	142.454	0	0	0	0	0	0	0	0	0	0	0	
7	38	7	99	1	11.667	127.355	1	0.01	0.019	0.008	0.011	0	0.015	0.022	0	0.008	0.002	
7	39	7	94	1	11.667	145.55	1	0.01	0.02	0.01	0.01	0	0.02	0.02	0	0.019	0.008	
7	40	7	73	1	11.667	137.949	1	0.013	0.025	0.013	0.013	0	0.025	0.025	0	0.027	0.017	
7	41	7	57	0	11.667	86.164	0	0	0	0	0	0	0	0	0	0	0	
7	42	7	22	0	11.667	38.656	0	0	0	0	0	0	0	0	0	0	0	
7	43	7	32	0	11.667	37.95	0	0	0	0	0	0	0	0	0	0	0	
7	44	7	37	0	11.667	42.797	0	0	0	0	0	0	0	0	0	0	0	
7	45	7	24	0	11.667	27.841	0	0	0	0	0	0	0	0	0	0	0	
7	46	7	14	0	11.667	17.132	0	0	0	0	0	0	0	0	0	0	0	
7	47	7	21	0	11.667	23.222	0	0	0	0	0	0	0	0	0	0	0	
7	48	7	66	0	11.667	93.224	0	0	0	0	0	0	0	0	0	0	0	
7	49	7	30	0	11.667	38.428	0	0	0	0	0	0	0	0	0	0	0	
7	50	7	51	0	11.667	98.052	0	0	0	0	0	0	0	0	0	0	0	
7	51	7	38	1	11.667	43.468	1.25	0.023	0.044	0.002	0.002	0	0.003	0.005	0	0.001	0.003	
7	52	7	32	1	11.667	39.695	0	0.026	0.051	0.021	0.028	0	0.041	0.055	0	0.019	0.003	
7	53	7	68	0	11.667	91.56	0	0	0	0	0	0	0	0	0	0	0	
7	54	7	89	1	11.667	111.201	1	0.011	0.021	0.003	0.003	0	0.006	0.006	0	0.005	0.004	
7	55	7	54	0	11.667	68.912	0	0	0	0	0	0	0	0	0	0	0	
7	56	7	48	0	11.667	59.289	0	0	0	0	0	0	0	0	0	0	0	
7	57	7	33	1	11.667	40.799	1.25	0.026	0.05	0.001	0.002	0	0.002	0.003	0	0.001	0.002	
7	58	7	67	0	11.667	85.193	0	0	0	0	0	0	0	0	0	0	0	
7	59	7	69	0	11.667	91.088	0	0	0	0	0	0	0	0	0	0	0	
7	60	7	57	0	11.667	93.268	0	0	0	0	0	0	0	0	0	0	0	
7	61	7	74	0	11.667	92.37	0	0	0	0	0	0	0	0	0	0	0	
7	62	7	71	0	11.667	101.386	0	0	0	0	0	0	0	0	0	0	0	
7	63	7	82	0	11.667	102.323	0	0	0	0	0	0	0	0	0	0	0	
7	64	7	43	0	11.667	57.305	0	0	0	0	0	0	0	0	0	0	0	
7	65	7	96	0	11.667	115.523	0	0	0	0	0	0	0	0	0	0	0	
7	66	7	48	0	11.667	81.477	0	0	0	0	0	0	0	0	0	0	0	
7	67	7	43	0	11.667	65.205	0	0	0	0	0	0	0	0	0	0	0	
7	68	7	8	1	11.667	8.348	1	0.071	0.133	0.077	0.085	0	0.143	0.157	0	0.16	0.059	
8	9	45	78	2	59.703	117.754	3.5	0.017	0.033	0.004	0.006	0	0.009	0.012	0	0.001	0.005	
8	10	45	103	6	59.703	128.672	10.75	0.042	0.081	0.018	0.027	0	0.035	0.053	0	0.004	0.013	
8	11	45	100	7	59.703	145.738	9.034	0.051	0.097	0.014	0.026	0	0.028	0.052	0	0.001	0.011	
8	12	45	23	1	59.703	36.772	1	0.015	0.029	0.004	0.005	0	0.009	0.01	0	0.001	0.004	
8	13	45	12	3	59.703	22.526	3	0.056	0.105	0.151	0.156	0	0.262	0.269	0	0.102	0.069	
8	14	45	109	1	59.703	153.643	1	0.007	0.013	0.001	0.002	0	0.003	0.003	0	0	0.002	
8	15	45	110	4	59.703	141.015	8.122	0.026	0.052	0.01	0.013	0	0.019	0.025	0	0.002	0.011	
8	16	45	90	2	59.703	131.242	2.25	0.015	0.03	0.017	0.018	0	0.033	0.034	0	0.012	0.03	
8	17	45	135	4	59.703	181.409	11.173	0.023	0.044	0.005	0.008	0	0.011	0.016	0	0.001	0.007	
8	18	45	89	1	59.703	158.259	1	0.008	0.015	0.002	0.002	0	0.004	0.005	0	0	0.002	
8	19	45	35	1	59.703	47.365	1	0.013	0.025	0.002	0.003	0	0.005	0.005	0	0.001	0.003	
8	20	45	32	12	59.703	46.447	15.595	0.185	0.312	0.244	0.288	0	0.393	0.447	0	0.066	0.136	
8	21	45	63	3	59.703	101.699	4.25	0.029	0.056	0.007	0.009	0	0.013	0.017	0	0.001	0.006	
8	22	45	20	1	59.703	52.777	1.25	0.016	0.031	0.002	0.004	0	0.005	0.007	0	0.001	0.005	
8	23	45	31	6	59.703	37.888	9.872	0.086	0.158	0.027	0.031	0	0.053	0.061	0	0.005	0.03	
8	24	45	40	1	59.703	94.303	1	0.012	0.024	0.003	0.003	0	0.005	0.005	0	0.001	0.003	
8	25	45	38	2	59.703	59.387	2	0.025	0.048	0.035	0.041	0	0.067	0.079	0	0.03	0.016	
8	26	45	52	0	59.703	86.118	0	0	0	0	0	0	0	0	0	0	0	
8	27	45	30	2	59.703	41.933	2	0.027	0.053	0.007	0.01	0	0.015	0.02	0	0.003	0.009	
8	28	45	15	0	59.703	18.084	0	0	0	0	0	0	0	0	0	0	0	
8	29	45	134	7	59.703	224.279	17.437	0.041	0.078	0.017	0.032	0	0.034	0.061	0	0.002	0.016	
8	30	45	41	3	59.703	71.504	10	0.036	0.07	0.007	0.012	0	0.014	0.024	0	0.001	0.01	
8	31	45	72	3	59.703	106.388	10	0.026	0.051	0.005	0.01	0	0.01	0.019	0	0	0.008	
8	32	45	66	1	59.703	126.645	1	0.009	0.018	0.002	0.002	0	0.004	0.005	0	0	0.002	
8	33	45	5	1	59.703	7.222	0	0.02	0.04	0.026	0.026	0	0.051	0.051	0	0.017	0.021	
8	34	45	67	0	59.703	90.773	0	0	0	0	0	0	0	0	0	0	0	
8	35	45	62	3	59.703	89.968	3	0.029	0.056	0.055	0.057	0	0.104	0.108	0	0.01	0.012	
8	36	45	74	3	59.703	132.624	8	0.026	0.05	0.004	0.008	0	0.008	0.017	0	0	0.007	
8	37	45	104	6	59.703	142.454	9.465	0.042	0.081	0.019	0.023	0	0.037	0.045	0	0.006	0.022	
8	38	45	99	8	59.703	127.355	8.271	0.059	0.111	0.1	0.116	0	0.182	0.208	0	0.035	0.053	
8	39	45	94	2	59.703	145.55	2.667	0.015	0.029	0.005	0.005	0	0.009	0.011	0	0.001	0.007	
8	40	45	73	2	59.703	137.949	3	0.017	0.034	0.005	0.005	0	0.01	0.011	0	0.002	0.007	
8	41	45	57	10	59.703	86.164	30.24	0.109	0.196	0.087	0.097	0	0.161	0.177	0	0.038	0.068	
8	42	45	22	1	59.703	38.656	0	0.015	0.03	0.005	0.005	0	0.01	0.01	0	0.004	0.004	
8	43	45	32	1	59.703	37.95	0	0.013	0.026	0.014	0.014	0	0.028	0.028	0	0.018	0.011	
8	44	45	37	1	59.703	42.797	1.25	0.012	0.024	0.001	0.002	0	0.002	0.004	0	0	0.002	
8	45	45	24	1	59.703	27.841	0	0.015	0.029	0.008	0.008	0	0.015	0.015	0	0.008	0.006	
8	46	45	14	9	59.703	17.132	12.675	0.18	0.305	0.42	0.496	0	0.592	0.663	0	0.473	0.159	
8	47	45	21	2	59.703	23.222	0	0.031	0.061	0.091	0.098	0	0.167	0.178	0	0.142	0.073	
8	48	45	66	3	59.703	93.224	4.5	0.028	0.054	0.014	0.02	0	0.027	0.04	0	0.008	0.012	
8	49	45	30	1	59.703	38.428	1	0.014	0.027	0.005	0.005	0	0.009	0.009	0	0.002	0.008	
8	50	45	51	0	59.703	98.052	0	0	0	0	0	0	0	0	0	0	0	
8	51	45	38	6	59.703	43.468	9.256	0.078	0.145	0.184	0.189	0	0.31	0.318	0	0.433	0.283	
8	52	45	32	1	59.703	39.695	1	0.013	0.026	0.002	0.002	0	0.005	0.005	0	0	0.002	
8	53	45	68	3	59.703	91.56	3.167	0.027	0.053	0.012	0.013	0	0.025	0.026	0	0.005	0.015	
8	54	45	89	5	59.703	111.201	7.25	0.039	0.075	0.03	0.034	0	0.058	0.066	0	0.004	0.011	
8	55	45	54	2	59.703	68.912	2	0.021	0.04	0.018	0.024	0	0.035	0.047	0	0.005	0.007	
8	56	45	48	6	59.703	59.289	6.347	0.069	0.129	0.02	0.02	0	0.038	0.039	0	0.011	0.022	
8	57	45	33	2	59.703	40.799	2	0.026	0.051	0.01	0.01	0	0.019	0.02	0	0.002	0.011	
8	58	45	67	4	59.703	85.193	5.5	0.037	0.071	0.032	0.032	0	0.061	0.062	0	0.018	0.032	
8	59	45	69	4	59.703	91.088	4	0.036	0.07	0.029	0.037	0	0.057	0.071	0	0.012	0.018	
8	60	45	57	4	59.703	93.268	4.247	0.041	0.078	0.017	0.019	0	0.034	0.037	0	0.003	0.013	
8	61	45	74	4	59.703	92.37	9	0.035	0.067	0.01	0.014	0	0.019	0.027	0	0.007	0.012	
8	62	45	71	1	59.703	101.386	1.25	0.009	0.017	0.001	0.002	0	0.002	0.003	0	0	0.002	
8	63	45	82	6	59.703	102.323	13.9	0.05	0.094	0.027	0.031	0	0.053	0.06	0	0.006	0.008	
8	64	45	43	2	59.703	57.305	2	0.023	0.045	0.013	0.013	0	0.026	0.026	0	0.012	0.01	
8	65	45	96	5	59.703	115.523	9.114	0.037	0.071	0.009	0.01	0	0.018	0.02	0	0.003	0.013	
8	66	45	48	2	59.703	81.477	2	0.022	0.043	0.005	0.005	0	0.01	0.01	0	0.003	0.005	
8	67	45	43	1	59.703	65.205	0	0.011	0.023	0.022	0.022	0	0.043	0.043	0	0.024	0.025	
8	68	45	8	1	59.703	8.348	1	0.019	0.038	0.01	0.01	0	0.02	0.02	0	0.01	0.015	
9	10	78	103	12	117.754	128.672	27.76	0.071	0.133	0.068	0.082	0	0.127	0.152	0	0.024	0.04	
9	11	78	100	9	117.754	145.738	55.448	0.053	0.101	0.01	0.012	0	0.019	0.024	0	0.001	0.011	
9	12	78	23	0	117.754	36.772	0	0	0	0	0	0	0	0	0	0	0	
9	13	78	12	1	117.754	22.526	1.25	0.011	0.022	0.002	0.003	0	0.004	0.006	0	0	0.004	
9	14	78	109	21	117.754	153.643	28.112	0.127	0.225	0.147	0.181	0	0.257	0.307	0	0.122	0.119	
9	15	78	110	25	117.754	141.015	42.221	0.153	0.266	0.192	0.221	0	0.322	0.362	0	0.075	0.108	
9	16	78	90	24	117.754	131.242	45.984	0.167	0.286	0.155	0.217	0	0.268	0.357	0	0.072	0.131	
9	17	78	135	22	117.754	181.409	47.9	0.115	0.207	0.128	0.192	0	0.227	0.322	0	0.026	0.051	
9	18	78	89	20	117.754	158.259	31.992	0.136	0.24	0.152	0.216	0	0.264	0.355	0	0.066	0.136	
9	19	78	35	12	117.754	47.365	30.509	0.119	0.212	0.109	0.146	0	0.197	0.254	0	0.067	0.12	
9	20	78	32	1	117.754	46.447	1	0.009	0.018	0.002	0.002	0	0.004	0.004	0	0	0.003	
9	21	78	63	16	117.754	101.699	30.434	0.128	0.227	0.297	0.326	0	0.458	0.492	0	0.301	0.17	
9	22	78	20	7	117.754	52.777	47.843	0.077	0.143	0.025	0.037	0	0.049	0.072	0	0.018	0.039	
