"station_code","specimen_count","verified_identification","lowest_tax_cat","adjusted_latitude","adjusted_longitude","locality","field_number","province_state","island_group","island","bottom","depth_m","study"
"SP_78-37",2,"Siphamia majimai","species",9.3053,123.3403,"Philippine Islands, Negros Id, Southeast Coast At Ajong","SP 78-37","Negros Oriental",NA,NA,NA,"0 to 2","si_1978"
"SP_78-37",2,"Sunagocia otaitensis","species",9.3053,123.3403,"Philippine Islands, Negros Id, Southeast Coast At Ajong","SP 78-37","Negros Oriental",NA,NA,NA,"0 to 2","si_1978"
"SP_78-37",2,"Thalassoma lunare","species",9.3053,123.3403,"Philippine Islands, Negros Id, Southeast Coast At Ajong","SP 78-37","Negros Oriental",NA,NA,NA,"0 to 2","si_1978"
"SP_78-37",2,"Trimma annosum","species",9.3053,123.3403,"Philippine Islands, Negros Id, Southeast Coast At Ajong","SP 78-37","Negros Oriental",NA,NA,NA,"0 to 2","si_1978"
"SP_78-37",3,"Sunagocia arenicola","species",9.3053,123.3403,"Philippine Islands, Negros Id, Southeast Coast At Ajong","SP 78-37","Negros Oriental",NA,NA,NA,"0 to 2","si_1978"
"SP_78-37",3,"Scorpaenodes","genus",9.3053,123.3403,"Philippine Islands, Negros Id, Southeast Coast At Ajong","SP 78-37","Negros Oriental",NA,NA,NA,"0 to 2","si_1978"
"SP_78-37",4,"Plotosus lineatus","species",9.3053,123.3403,"Philippine Islands, Negros Id, Southeast Coast At Ajong","SP 78-37","Negros Oriental",NA,NA,NA,"0 to 2","si_1978"
"SP_78-37",4,"Synodus","genus",9.3053,123.3403,"Philippine Islands, Negros Id, Southeast Coast At Ajong","SP 78-37","Negros Oriental",NA,NA,NA,"0 to 2","si_1978"
"SP_78-37",5,"Pseudocheilinus hexataenia","species",9.3053,123.3403,"Philippine Islands, Negros Id, Southeast Coast At Ajong","SP 78-37","Negros Oriental",NA,NA,NA,"0 to 2","si_1978"
"SP_78-37",13,"Dascyllus trimaculatus","species",9.3053,123.3403,"Philippine Islands, Negros Id, Southeast Coast At Ajong","SP 78-37","Negros Oriental",NA,NA,NA,"0 to 2","si_1978"
"SP_78-37B",1,"Glossogobius","genus",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-37B",1,"Glossogobius celebius","species",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-37B",1,"Lutjanus argentimaculatus","species",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-37B",1,"Trichopodus trichopterus","species",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-37B",2,"Channa striata","species",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-37B",2,"Chanos chanos","species",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-37B",2,"Psammogobius biocellatus","species",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-37B",2,"Megalops cyprinoides","species",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-37B",3,"Ophiocara","genus",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-37B",4,"Cichlidae","family",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-37B",4,"Scatophagus argus","species",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-37B",5,"Acentrogobius janthinopterus","species",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-37B",7,"Mugilogobius chulae","species",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-37B",13,"Ophiocara","genus",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-37B",20,"Oligolepis acutipennis","species",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-37B",200,"Eleotris","genus",9.252556,123.39172199999999,"Philippines: Negros Oriental, Vic Dumaguete Airport & Silliman Univ. Marine Lab, Mojon Creek, Estuarine Slough Near Mouth.","SP 78-37B","Negros Oriental",NA,NA,"Mud with odor H2S","0 to 1","si_1978"
"SP_78-38",0,"Trimma stobbsi","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",0,"Trimma trioculatum","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Amblyglyphidodon curacao","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Antennarius","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Apogon posterofasciatus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Apogon unicolor","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Arothron nigropunctatus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Asterropteryx","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Bodianus","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Bodianus diana","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Callionymus enneactis","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Callogobius centrolepis","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Callogobius crassus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Calloplesiops altivelis","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Calumia profunda","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Cephalopholis microprion","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Cephalopholis sexmaculata","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Chaetodon triangulum","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Cheilinus","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Cheilinus oxycephalus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Chromis","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Pycnochromis retrofasciatus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Chrysiptera rollandi","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Cirrhilabrus","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Cirrhitichthys oxycephalus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Ctenochaetus strigosus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Dascyllus trimaculatus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Diancistrus karinae","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Dinematichthys iluocoeteoides","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Eleotridae","family",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Eviota albolineata","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Eviota jewettae","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Eviota sebreei","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Fowleria","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Fowleria flammea","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Gobiidae","family",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Gobiodon","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Grammistops ocellatus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Labridae","family",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Labroides dimidiatus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Myripristis","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Myripristis","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Myripristis violacea","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Ostorhinchus cyanosoma","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Ostorhinchus neotes","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Ostorhinchus sealei","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Parioglossus nudus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Plagiotremus rhinorhynchos","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Pleurosicya micheli","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Priolepis pallidicincta","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Priolepis semidoliata","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Pristicon trimaculatus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Pseudanthias","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Pygoplites diacanthus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Rudarius minutus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Samariscus","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Sargocentron cornutum","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Sargocentron punctatissimum","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Saurida gracilis","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Scorpaenopsis","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Serranidae","family",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Siganus","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Synodus dermatogenys","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Synodus variegatus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Trimma","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Trimma benjamini","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Trimma cana","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Trimma macrophthalmus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Trimma tevegae","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Trimma trioculatum","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Trimmatom sagma","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",1,"Ucla xenogrammus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Amblyeleotris guttata","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Koumansetta hectori","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Apogon coccineus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Canthigaster ocellicincta","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Canthigaster papua","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Cheilodipterus","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Cheilodipterus","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Cirrhitichthys falco","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Ctenochaetus binotatus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Sunagocia arenicola","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Eviota nigriventris","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Fowleria vaiulae","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Gobiidae","family",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Gymnothorax microstictus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Liopropoma collettei","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Myripristis hexagona","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Parupeneus multifasciatus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Pleurosicya mossambica","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Sebastapistes fowleri","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Sebastapistes strongia","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Serranidae","family",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Siganus","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Synodus variegatus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Trimma capostriatum","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",2,"Trimma tevegae","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",3,"Acreichthys radiatus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",3,"Amphiprion","genus",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",3,"Asterorhombus fijiensis","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
"SP_78-38",3,"Chaetodon lunulatus","species",9.5217226,123.665333366666,"Philippine Islands, Balicasag Island, West Side At Drop Off.","SP 78-38","Bohol",NA,"Balicasag Island",NA,"0 to 24","si_1978"
