ALL	*SampleSet*																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
1793	1983																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
																																						1																																																																																																							1																																										1																1																																																																																			1																																																																																																																											1																																																													4			2																																																																																												6																																																	2		1																													1		14																																																																																																																																																																																				2																																																																		1																																											1																																											2																																	4			1																																					1																											1																																																																											2						1																																																																																																																																		2																																																																												1																																																											3																																																																																											5																																																																																4																																																																1																																													6																																																																																									1																																																								4																				1															1																																																																																																			2			
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				1																																																																																																																																																																																																																																																																																																																																																																																																																											
																																																																																																																															1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							1																																																																																																																																																																						
																																																																																												4																			3																																																																											101																																																																																																																	4																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
																																						3																																																												3													1																2														10			6							7	1															13													5																																				2			4																							5																			12		1																									5							12																																3					5																	3																	4																									7														2													9									2											5								10	1																			5			4					3																						3														4						3						8																								1											1				11																				7																													9		3																								3			7		5		14																	3								1																				3							4				1																					4												3																										4										2			1																		1						1																													1			2			2			7																7	1						4																										1										5																	1	4															3	4			1																																														8															1						2				2								6			9																							2								5	2																2													5																		2												4													7																		1																	1						2											3																			1																																																								4												1																					1		3														1																																																																							9									7																											2																							9																																																														1													6																10			2													3						1						2			1																													2											4					8				10																					4								21																		12				22											1		7				4										1					1		10				6																				4																								1											1															6	1						5																		18																1		1					1																			4			6																												1											5																																	3							3	4	35														4																																										1											7											10			
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														1																																																																																																																																																																																																																																5																																																																																																																																																																																																																																																																																																																																																																																										2																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								1																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		1																																																								2																																																																																																																																																																																																																																																																																																																	1																																																																							1																																																																																																																									1																																																																																																													1																																																																																																																																																																																																																																																																																																																					2																																																																																		
																																																																																																																																																																																																																																																																																																															9																																																																																																						8																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															2																																																																															22																												5																																																																																																																																																																			1																																																																																																																																																																																																																																																																																																																						37																																																																																																																																																																																													7																																																																																																																																																																																																							2																																																																																			
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					1																																																																																																																																																																																																																																																																																																													1																																		1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
									1																													2																												3														3																															1																																																																																					4																																													1																																															6		1					4								2																													14																	3																																										4																											21																												4																																																3																						3				1																									1																																												2																					2		2															1												4																													4																						1													6										1																																													1									1																																2																																		1									1						2	1							1																										1																				8																						1		8						4																																																										4																		3			5																								1				1																					1												3						1								1																													6																																			8												1																																																																																																																																																																									1																		1																																																																																																																	2																																		5																			2																																																			1						1																2																									1																														1													4																									2																			1	3																																				2																					5																																5																			4												1																									5														2						2					1									4													8							3		5					1					1				3																1																			1																													3			
																																																																																																																																																																																																																																																																																																																																																													1																																																																																																																																																																																																																																																																																																																																																																																																																																																																										1																																																																											1																																																																																																																													1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												1																																																																																																																																																												1																																																																																																																																																																																								
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	1																														14																																																																																																																																																																																																																																																																																																																																											1																																																																																																																																																																																																																																																								5																																																																																																																																																																																																																																																																																																																																																																																1																																																																					8																																																												1																																																																																				8																																																																																															1																																																																																																																																																																																																																																								
																																																																																																																																																																																																																																											2							1																																																																																																																																																																			4													2																																																1																																												1																																																																																																																1																																														20																																																																																																																																																																																				5																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
																																																																																																																															1																																																																																																																																																																																																																																																																																																																																																																																																																																																															1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				1																																																																																																																																																																																																																																																																																																																																																																																																																																									1																																																																																																																																																																																																																																																																																																																																																				
																																																																																																																																																																																																																																																																																																																																																													1																																																																																																	15																																																																																																																																							2																																																																																																																																																																																																																																																																																																																																																																																																																																											2																										2					1																																																																																																																																																																																																																																																																																																																												3																																																																																								1									6																																																												8																																																																																																													1																						1													4																																																																																																																								0																																																																																																																																																																																																												1			
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
																																																																																												13																																																																											6																																																																																																																																																																																																																																																																																																																																															1																																																																																																																																																																																																												1																																																																																																																																																																																																																																		1																																																																																																2																																																																																						3																																																																																																																																																																												2																																																																																								1																																																																																																																																										18																1																																																																																																																																																																																																																															1																																																																																																											1																																																																																																																													
																																																																																																																																																																																				1																1																						1	2																																																																																																																																																																																																							2																																																																														1																																																																																																																																																																																																																																																																																2																																																																																								4																																														1																																																																																								2																																																																																																																																																																1																																																																																																																																																																																						1																																							11																																																																																																																													3																																						3																																																	1																																																																																												1																																																																													1																																																																					7										1																													21																																	1																																																																																										
																																																																																												3																																																										4																	1																																																																																																1		1																					2									1																								5																																																																																					1													1														1															7																				1																					3											1				1										2										6																																							1																				1																																																														3																									5																																																																																																																																																						4									4			1			3																	1													1																																																																					1																																											1											1																						6			3					1																							4																															3																																																																																5																																																																																																																																																																																																																																																												1																																																																																														1																17																												6																																																1				5																													1																																			3																																							1																																										1											3			1																									2		2												4																			1												1																																													3					1									3																				1												3																																														1																									
																																																																																																																															1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
																																																																																																																																																																																																																																																																																																																																																																																																																																																														1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
